,species_common_name,period,ace_transfer_price,starting_year,fishing_year,wt_ace_2,wt_ace_1
1186,School Shark,Starting Oct 2015,0.982499628,2015,2016,,0.736874721
1187,School Shark,Starting Oct 2016,0.890154329,2016,2016,0.222538582,
1187,School Shark,Starting Oct 2016,0.890154329,2016,2017,,0.667615747
1188,School Shark,Starting Oct 2017,0.900459077,2017,2017,0.225114769,
1188,School Shark,Starting Oct 2017,0.900459077,2017,2018,,0.675344308
1189,School Shark,Starting Oct 2018,0.813096331,2018,2018,0.203274083,
1189,School Shark,Starting Oct 2018,0.813096331,2018,2019,,0.609822248
1190,School Shark,Starting Oct 2019,0.786819467,2019,2019,0.196704867,
1190,School Shark,Starting Oct 2019,0.786819467,2019,2020,,0.5901146
1191,School Shark,Starting Oct 2020,0.778858656,2020,2020,0.194714664,
1191,School Shark,Starting Oct 2020,0.778858656,2020,2021,,0.584143992
1192,School Shark,Starting Oct 2021,0.886170374,2021,2021,0.221542594,
1192,School Shark,Starting Oct 2021,0.886170374,2021,2022,,0.664627781
57,Sea cucumber,Starting Apr 2008,1.038,2008,2008,0.7785,
57,Sea cucumber,Starting Apr 2008,1.038,2008,2009,,0.2595
58,Sea cucumber,Starting Apr 2010,0.7166,2010,2010,0.53745,
58,Sea cucumber,Starting Apr 2010,0.7166,2010,2011,,0.17915
59,Sea cucumber,Starting Apr 2012,2.0768,2012,2012,1.5576,
59,Sea cucumber,Starting Apr 2012,2.0768,2012,2013,,0.5192
60,Sea cucumber,Starting Apr 2014,9.871,2014,2014,7.40325,
60,Sea cucumber,Starting Apr 2014,9.871,2014,2015,,2.46775
61,Sea cucumber,Starting Apr 2015,14.33639847,2015,2015,10.75229885,
61,Sea cucumber,Starting Apr 2015,14.33639847,2015,2016,,3.584099617
62,Sea cucumber,Starting Apr 2016,15.15158306,2016,2016,11.36368729,
62,Sea cucumber,Starting Apr 2016,15.15158306,2016,2017,,3.787895764
63,Sea cucumber,Starting Apr 2017,16.37430638,2017,2017,12.28072978,
63,Sea cucumber,Starting Apr 2017,16.37430638,2017,2018,,4.093576595
64,Sea cucumber,Starting Apr 2018,19.7394494,2018,2018,14.80458705,
64,Sea cucumber,Starting Apr 2018,19.7394494,2018,2019,,4.93486235
65,Sea cucumber,Starting Apr 2019,19.39810758,2019,2019,14.54858068,
65,Sea cucumber,Starting Apr 2019,19.39810758,2019,2020,,4.849526894
66,Sea cucumber,Starting Apr 2020,15.75304518,2020,2020,11.81478388,
66,Sea cucumber,Starting Apr 2020,15.75304518,2020,2021,,3.938261295
67,Sea cucumber,Starting Apr 2021,20.5144,2021,2021,15.3858,
67,Sea cucumber,Starting Apr 2021,20.5144,2021,2022,,5.1286
1193,Sea Perch,Starting Oct 2001,0.052523803,2001,2001,0.013130951,
1193,Sea Perch,Starting Oct 2001,0.052523803,2001,2002,,0.039392852
1194,Sea Perch,Starting Oct 2002,0.054927483,2002,2002,0.013731871,
1194,Sea Perch,Starting Oct 2002,0.054927483,2002,2003,,0.041195612
1195,Sea Perch,Starting Oct 2003,0.054984662,2003,2003,0.013746166,
1195,Sea Perch,Starting Oct 2003,0.054984662,2003,2004,,0.041238497
1196,Sea Perch,Starting Oct 2004,0.053821683,2004,2004,0.013455421,
1196,Sea Perch,Starting Oct 2004,0.053821683,2004,2005,,0.040366262
1197,Sea Perch,Starting Oct 2005,0.05098178,2005,2005,0.012745445,
1197,Sea Perch,Starting Oct 2005,0.05098178,2005,2006,,0.038236335
1198,Sea Perch,Starting Oct 2006,0.05127861,2006,2006,0.012819652,
1198,Sea Perch,Starting Oct 2006,0.05127861,2006,2007,,0.038458957
1199,Sea Perch,Starting Oct 2007,0.047165202,2007,2007,0.0117913,
1199,Sea Perch,Starting Oct 2007,0.047165202,2007,2008,,0.035373901
1200,Sea Perch,Starting Oct 2008,0.050716129,2008,2008,0.012679032,
1200,Sea Perch,Starting Oct 2008,0.050716129,2008,2009,,0.038037097
1201,Sea Perch,Starting Oct 2009,0.062723605,2009,2009,0.015680901,
1201,Sea Perch,Starting Oct 2009,0.062723605,2009,2010,,0.047042704
1202,Sea Perch,Starting Oct 2010,0.062754076,2010,2010,0.015688519,
1202,Sea Perch,Starting Oct 2010,0.062754076,2010,2011,,0.047065557
1203,Sea Perch,Starting Oct 2011,0.084703579,2011,2011,0.021175895,
1203,Sea Perch,Starting Oct 2011,0.084703579,2011,2012,,0.063527684
1204,Sea Perch,Starting Oct 2012,0.076642685,2012,2012,0.019160671,
1204,Sea Perch,Starting Oct 2012,0.076642685,2012,2013,,0.057482014
1205,Sea Perch,Starting Oct 2013,0.14457392,2013,2013,0.03614348,
1205,Sea Perch,Starting Oct 2013,0.14457392,2013,2014,,0.10843044
1206,Sea Perch,Starting Oct 2014,0.125811883,2014,2014,0.031452971,
1206,Sea Perch,Starting Oct 2014,0.125811883,2014,2015,,0.094358913
1207,Sea Perch,Starting Oct 2015,0.150563936,2015,2015,0.037640984,
1207,Sea Perch,Starting Oct 2015,0.150563936,2015,2016,,0.112922952
1208,Sea Perch,Starting Oct 2016,0.143959344,2016,2016,0.035989836,
1208,Sea Perch,Starting Oct 2016,0.143959344,2016,2017,,0.107969508
1209,Sea Perch,Starting Oct 2017,0.147402923,2017,2017,0.036850731,
1209,Sea Perch,Starting Oct 2017,0.147402923,2017,2018,,0.110552192
1210,Sea Perch,Starting Oct 2018,0.143102363,2018,2018,0.035775591,
1210,Sea Perch,Starting Oct 2018,0.143102363,2018,2019,,0.107326772
1211,Sea Perch,Starting Oct 2019,0.166033451,2019,2019,0.041508363,
1211,Sea Perch,Starting Oct 2019,0.166033451,2019,2020,,0.124525088
1212,Sea Perch,Starting Oct 2020,0.138122695,2020,2020,0.034530674,
1212,Sea Perch,Starting Oct 2020,0.138122695,2020,2021,,0.103592022
1213,Sea Perch,Starting Oct 2021,0.130200481,2021,2021,0.03255012,
1213,Sea Perch,Starting Oct 2021,0.130200481,2021,2022,,0.097650361
1214,Short-finned eel,Starting Oct 2004,2,2004,2004,0.5,
1214,Short-finned eel,Starting Oct 2004,2,2004,2005,,1.5
1215,Short-finned eel,Starting Oct 2007,5.0622,2007,2007,1.26555,
1215,Short-finned eel,Starting Oct 2007,5.0622,2007,2008,,3.79665
1216,Short-finned eel,Starting Oct 2010,1.7712,2010,2010,0.4428,
1216,Short-finned eel,Starting Oct 2010,1.7712,2010,2011,,1.3284
1217,Short-finned eel,Starting Oct 2012,2.070935864,2012,2012,0.517733966,
1217,Short-finned eel,Starting Oct 2012,2.070935864,2012,2013,,1.553201898
1218,Short-finned eel,Starting Oct 2013,2.470335555,2013,2013,0.617583889,
1218,Short-finned eel,Starting Oct 2013,2.470335555,2013,2014,,1.852751666
1219,Short-finned eel,Starting Oct 2014,2.308848718,2014,2014,0.577212179,
1219,Short-finned eel,Starting Oct 2014,2.308848718,2014,2015,,1.731636538
1220,Short-finned eel,Starting Oct 2015,2.30319872,2015,2015,0.57579968,
1220,Short-finned eel,Starting Oct 2015,2.30319872,2015,2016,,1.72739904
1221,Short-finned eel,Starting Oct 2016,2.387001312,2016,2016,0.596750328,
1221,Short-finned eel,Starting Oct 2016,2.387001312,2016,2017,,1.790250984
1222,Short-finned eel,Starting Oct 2017,2.330627531,2017,2017,0.582656883,
1222,Short-finned eel,Starting Oct 2017,2.330627531,2017,2018,,1.747970648
1223,Short-finned eel,Starting Oct 2018,2,2018,2018,0.5,
1223,Short-finned eel,Starting Oct 2018,2,2018,2019,,1.5
1224,Silver Warehou,Starting Oct 2001,0.529843596,2001,2001,0.132460899,
1224,Silver Warehou,Starting Oct 2001,0.529843596,2001,2002,,0.397382697
1225,Silver Warehou,Starting Oct 2002,0.589466383,2002,2002,0.147366596,
1225,Silver Warehou,Starting Oct 2002,0.589466383,2002,2003,,0.442099788
1226,Silver Warehou,Starting Oct 2003,0.63957774,2003,2003,0.159894435,
1226,Silver Warehou,Starting Oct 2003,0.63957774,2003,2004,,0.479683305
1227,Silver Warehou,Starting Oct 2004,0.620038405,2004,2004,0.155009601,
1227,Silver Warehou,Starting Oct 2004,0.620038405,2004,2005,,0.465028804
1228,Silver Warehou,Starting Oct 2005,0.671122244,2005,2005,0.167780561,
1228,Silver Warehou,Starting Oct 2005,0.671122244,2005,2006,,0.503341683
1229,Silver Warehou,Starting Oct 2006,0.69160652,2006,2006,0.17290163,
1229,Silver Warehou,Starting Oct 2006,0.69160652,2006,2007,,0.51870489
1230,Silver Warehou,Starting Oct 2007,0.712837416,2007,2007,0.178209354,
1230,Silver Warehou,Starting Oct 2007,0.712837416,2007,2008,,0.534628062
1231,Silver Warehou,Starting Oct 2008,0.725097288,2008,2008,0.181274322,
1231,Silver Warehou,Starting Oct 2008,0.725097288,2008,2009,,0.543822966
1232,Silver Warehou,Starting Oct 2009,0.728400422,2009,2009,0.182100106,
1232,Silver Warehou,Starting Oct 2009,0.728400422,2009,2010,,0.546300317
1233,Silver Warehou,Starting Oct 2010,0.781988461,2010,2010,0.195497115,
1233,Silver Warehou,Starting Oct 2010,0.781988461,2010,2011,,0.586491346
1234,Silver Warehou,Starting Oct 2011,0.670385547,2011,2011,0.167596387,
1234,Silver Warehou,Starting Oct 2011,0.670385547,2011,2012,,0.50278916
1235,Silver Warehou,Starting Oct 2012,0.581873846,2012,2012,0.145468461,
1235,Silver Warehou,Starting Oct 2012,0.581873846,2012,2013,,0.436405384
1236,Silver Warehou,Starting Oct 2013,0.602237716,2013,2013,0.150559429,
1236,Silver Warehou,Starting Oct 2013,0.602237716,2013,2014,,0.451678287
1237,Silver Warehou,Starting Oct 2014,0.60142636,2014,2014,0.15035659,
1237,Silver Warehou,Starting Oct 2014,0.60142636,2014,2015,,0.45106977
1238,Silver Warehou,Starting Oct 2015,0.641158363,2015,2015,0.160289591,
1238,Silver Warehou,Starting Oct 2015,0.641158363,2015,2016,,0.480868772
1239,Silver Warehou,Starting Oct 2016,0.679609675,2016,2016,0.169902419,
1239,Silver Warehou,Starting Oct 2016,0.679609675,2016,2017,,0.509707256
1240,Silver Warehou,Starting Oct 2017,0.712637967,2017,2017,0.178159492,
1240,Silver Warehou,Starting Oct 2017,0.712637967,2017,2018,,0.534478475
1241,Silver Warehou,Starting Oct 2018,0.811080533,2018,2018,0.202770133,
1241,Silver Warehou,Starting Oct 2018,0.811080533,2018,2019,,0.6083104
1242,Silver Warehou,Starting Oct 2019,0.710960877,2019,2019,0.177740219,
1242,Silver Warehou,Starting Oct 2019,0.710960877,2019,2020,,0.533220658
1243,Silver Warehou,Starting Oct 2020,0.675544907,2020,2020,0.168886227,
1243,Silver Warehou,Starting Oct 2020,0.675544907,2020,2021,,0.50665868
1244,Silver Warehou,Starting Oct 2021,0.628702911,2021,2021,0.157175728,
1244,Silver Warehou,Starting Oct 2021,0.628702911,2021,2022,,0.471527184
1245,Smooth Skate,Starting Oct 2003,0.202252163,2003,2003,0.050563041,
1245,Smooth Skate,Starting Oct 2003,0.202252163,2003,2004,,0.151689122
1246,Smooth Skate,Starting Oct 2004,0.198330873,2004,2004,0.049582718,
1246,Smooth Skate,Starting Oct 2004,0.198330873,2004,2005,,0.148748155
1247,Smooth Skate,Starting Oct 2005,0.174906098,2005,2005,0.043726524,
1247,Smooth Skate,Starting Oct 2005,0.174906098,2005,2006,,0.131179573
1248,Smooth Skate,Starting Oct 2006,0.170320219,2006,2006,0.042580055,
1248,Smooth Skate,Starting Oct 2006,0.170320219,2006,2007,,0.127740165
1249,Smooth Skate,Starting Oct 2007,0.163732619,2007,2007,0.040933155,
1249,Smooth Skate,Starting Oct 2007,0.163732619,2007,2008,,0.122799464
1250,Smooth Skate,Starting Oct 2008,0.162381184,2008,2008,0.040595296,
1250,Smooth Skate,Starting Oct 2008,0.162381184,2008,2009,,0.121785888
1251,Smooth Skate,Starting Oct 2009,0.159810378,2009,2009,0.039952594,
1251,Smooth Skate,Starting Oct 2009,0.159810378,2009,2010,,0.119857783
1252,Smooth Skate,Starting Oct 2010,0.148346586,2010,2010,0.037086646,
1252,Smooth Skate,Starting Oct 2010,0.148346586,2010,2011,,0.111259939
1253,Smooth Skate,Starting Oct 2011,0.160947337,2011,2011,0.040236834,
1253,Smooth Skate,Starting Oct 2011,0.160947337,2011,2012,,0.120710503
1254,Smooth Skate,Starting Oct 2012,0.158373235,2012,2012,0.039593309,
1254,Smooth Skate,Starting Oct 2012,0.158373235,2012,2013,,0.118779926
1255,Smooth Skate,Starting Oct 2013,0.145189024,2013,2013,0.036297256,
1255,Smooth Skate,Starting Oct 2013,0.145189024,2013,2014,,0.108891768
1256,Smooth Skate,Starting Oct 2014,0.138284278,2014,2014,0.034571069,
1256,Smooth Skate,Starting Oct 2014,0.138284278,2014,2015,,0.103713208
1257,Smooth Skate,Starting Oct 2015,0.115247051,2015,2015,0.028811763,
1257,Smooth Skate,Starting Oct 2015,0.115247051,2015,2016,,0.086435289
1258,Smooth Skate,Starting Oct 2016,0.121610965,2016,2016,0.030402741,
1258,Smooth Skate,Starting Oct 2016,0.121610965,2016,2017,,0.091208224
1259,Smooth Skate,Starting Oct 2017,0.122787783,2017,2017,0.030696946,
1259,Smooth Skate,Starting Oct 2017,0.122787783,2017,2018,,0.092090837
1260,Smooth Skate,Starting Oct 2018,0.117366608,2018,2018,0.029341652,
1260,Smooth Skate,Starting Oct 2018,0.117366608,2018,2019,,0.088024956
1261,Smooth Skate,Starting Oct 2019,0.120074225,2019,2019,0.030018556,
1261,Smooth Skate,Starting Oct 2019,0.120074225,2019,2020,,0.090055669
1262,Smooth Skate,Starting Oct 2020,0.1139482,2020,2020,0.02848705,
1262,Smooth Skate,Starting Oct 2020,0.1139482,2020,2021,,0.08546115
1263,Smooth Skate,Starting Oct 2021,0.117770292,2021,2021,0.029442573,
1263,Smooth Skate,Starting Oct 2021,0.117770292,2021,2022,,0.088327719
1264,Snapper,Starting Oct 2001,4.267639528,2001,2001,1.066909882,
1264,Snapper,Starting Oct 2001,4.267639528,2001,2002,,3.200729646
1265,Snapper,Starting Oct 2002,4.13411737,2002,2002,1.033529342,
1265,Snapper,Starting Oct 2002,4.13411737,2002,2003,,3.100588027
1266,Snapper,Starting Oct 2003,3.809203443,2003,2003,0.952300861,
1266,Snapper,Starting Oct 2003,3.809203443,2003,2004,,2.856902582
1267,Snapper,Starting Oct 2004,3.345567794,2004,2004,0.836391949,
1267,Snapper,Starting Oct 2004,3.345567794,2004,2005,,2.509175846
1268,Snapper,Starting Oct 2005,2.965495079,2005,2005,0.74137377,
1268,Snapper,Starting Oct 2005,2.965495079,2005,2006,,2.224121309
1269,Snapper,Starting Oct 2006,3.574692301,2006,2006,0.893673075,
1269,Snapper,Starting Oct 2006,3.574692301,2006,2007,,2.681019226
1270,Snapper,Starting Oct 2007,4.059991714,2007,2007,1.014997928,
1270,Snapper,Starting Oct 2007,4.059991714,2007,2008,,3.044993785
1271,Snapper,Starting Oct 2008,3.740894933,2008,2008,0.935223733,
1271,Snapper,Starting Oct 2008,3.740894933,2008,2009,,2.8056712
1272,Snapper,Starting Oct 2009,3.944840474,2009,2009,0.986210118,
1272,Snapper,Starting Oct 2009,3.944840474,2009,2010,,2.958630355
1273,Snapper,Starting Oct 2010,4.322007653,2010,2010,1.080501913,
1273,Snapper,Starting Oct 2010,4.322007653,2010,2011,,3.24150574
1274,Snapper,Starting Oct 2011,4.223040315,2011,2011,1.055760079,
1274,Snapper,Starting Oct 2011,4.223040315,2011,2012,,3.167280237
1275,Snapper,Starting Oct 2012,3.892714205,2012,2012,0.973178551,
1275,Snapper,Starting Oct 2012,3.892714205,2012,2013,,2.919535654
1276,Snapper,Starting Oct 2013,3.884262158,2013,2013,0.971065539,
1276,Snapper,Starting Oct 2013,3.884262158,2013,2014,,2.913196618
1277,Snapper,Starting Oct 2014,3.807519719,2014,2014,0.95187993,
1277,Snapper,Starting Oct 2014,3.807519719,2014,2015,,2.855639789
1278,Snapper,Starting Oct 2015,3.777816597,2015,2015,0.944454149,
1278,Snapper,Starting Oct 2015,3.777816597,2015,2016,,2.833362448
1279,Snapper,Starting Oct 2016,3.589486106,2016,2016,0.897371527,
1279,Snapper,Starting Oct 2016,3.589486106,2016,2017,,2.69211458
1280,Snapper,Starting Oct 2017,3.813952492,2017,2017,0.953488123,
1280,Snapper,Starting Oct 2017,3.813952492,2017,2018,,2.860464369
1281,Snapper,Starting Oct 2018,3.939913037,2018,2018,0.984978259,
1281,Snapper,Starting Oct 2018,3.939913037,2018,2019,,2.954934778
1282,Snapper,Starting Oct 2019,3.954856661,2019,2019,0.988714165,
1282,Snapper,Starting Oct 2019,3.954856661,2019,2020,,2.966142496
1283,Snapper,Starting Oct 2020,3.985295402,2020,2020,0.996323851,
1283,Snapper,Starting Oct 2020,3.985295402,2020,2021,,2.988971552
1284,Snapper,Starting Oct 2021,5.08621484,2021,2021,1.27155371,
1284,Snapper,Starting Oct 2021,5.08621484,2021,2022,,3.81466113
68,Southern Blue Whiting,Starting Apr 2002,0.114182672,2002,2002,0.085637004,
68,Southern Blue Whiting,Starting Apr 2002,0.114182672,2002,2003,,0.028545668
69,Southern Blue Whiting,Starting Apr 2003,0.129021442,2003,2003,0.096766081,
69,Southern Blue Whiting,Starting Apr 2003,0.129021442,2003,2004,,0.03225536
70,Southern Blue Whiting,Starting Apr 2004,0.137420858,2004,2004,0.103065643,
70,Southern Blue Whiting,Starting Apr 2004,0.137420858,2004,2005,,0.034355214
71,Southern Blue Whiting,Starting Apr 2005,0.133833254,2005,2005,0.10037494,
71,Southern Blue Whiting,Starting Apr 2005,0.133833254,2005,2006,,0.033458313
72,Southern Blue Whiting,Starting Apr 2006,0.155451435,2006,2006,0.116588577,
72,Southern Blue Whiting,Starting Apr 2006,0.155451435,2006,2007,,0.038862859
73,Southern Blue Whiting,Starting Apr 2007,0.190562696,2007,2007,0.142922022,
73,Southern Blue Whiting,Starting Apr 2007,0.190562696,2007,2008,,0.047640674
74,Southern Blue Whiting,Starting Apr 2008,0.190619468,2008,2008,0.142964601,
74,Southern Blue Whiting,Starting Apr 2008,0.190619468,2008,2009,,0.047654867
75,Southern Blue Whiting,Starting Apr 2009,0.156289532,2009,2009,0.117217149,
75,Southern Blue Whiting,Starting Apr 2009,0.156289532,2009,2010,,0.039072383
76,Southern Blue Whiting,Starting Apr 2010,0.160235234,2010,2010,0.120176426,
76,Southern Blue Whiting,Starting Apr 2010,0.160235234,2010,2011,,0.040058809
77,Southern Blue Whiting,Starting Apr 2011,0.158410746,2011,2011,0.11880806,
77,Southern Blue Whiting,Starting Apr 2011,0.158410746,2011,2012,,0.039602687
78,Southern Blue Whiting,Starting Apr 2012,0.154964806,2012,2012,0.116223604,
78,Southern Blue Whiting,Starting Apr 2012,0.154964806,2012,2013,,0.038741201
79,Southern Blue Whiting,Starting Apr 2013,0.151580816,2013,2013,0.113685612,
79,Southern Blue Whiting,Starting Apr 2013,0.151580816,2013,2014,,0.037895204
80,Southern Blue Whiting,Starting Apr 2014,0.163520653,2014,2014,0.12264049,
80,Southern Blue Whiting,Starting Apr 2014,0.163520653,2014,2015,,0.040880163
81,Southern Blue Whiting,Starting Apr 2015,0.140859337,2015,2015,0.105644503,
81,Southern Blue Whiting,Starting Apr 2015,0.140859337,2015,2016,,0.035214834
82,Southern Blue Whiting,Starting Apr 2016,0.125676063,2016,2016,0.094257047,
82,Southern Blue Whiting,Starting Apr 2016,0.125676063,2016,2017,,0.031419016
83,Southern Blue Whiting,Starting Apr 2017,0.127553439,2017,2017,0.095665079,
83,Southern Blue Whiting,Starting Apr 2017,0.127553439,2017,2018,,0.03188836
84,Southern Blue Whiting,Starting Apr 2018,0.179559566,2018,2018,0.134669675,
84,Southern Blue Whiting,Starting Apr 2018,0.179559566,2018,2019,,0.044889892
85,Southern Blue Whiting,Starting Apr 2019,0.1373,2019,2019,0.102975,
85,Southern Blue Whiting,Starting Apr 2019,0.1373,2019,2020,,0.034325
86,Southern Blue Whiting,Starting Apr 2020,0.1135,2020,2020,0.085125,
86,Southern Blue Whiting,Starting Apr 2020,0.1135,2020,2021,,0.028375
87,Southern Blue Whiting,Starting Apr 2021,0.1014,2021,2021,0.07605,
87,Southern Blue Whiting,Starting Apr 2021,0.1014,2021,2022,,0.02535
1285,Southern Bluefin Tuna,Starting Oct 2004,10.7994,2004,2004,2.69985,
1285,Southern Bluefin Tuna,Starting Oct 2004,10.7994,2004,2005,,8.09955
1286,Southern Bluefin Tuna,Starting Oct 2006,15.1905,2006,2006,3.797625,
1286,Southern Bluefin Tuna,Starting Oct 2006,15.1905,2006,2007,,11.392875
1287,Spiny Dogfish,Starting Oct 2004,0.043698972,2004,2004,0.010924743,
1287,Spiny Dogfish,Starting Oct 2004,0.043698972,2004,2005,,0.032774229
1288,Spiny Dogfish,Starting Oct 2005,0.02952098,2005,2005,0.007380245,
1288,Spiny Dogfish,Starting Oct 2005,0.02952098,2005,2006,,0.022140735
1289,Spiny Dogfish,Starting Oct 2006,0.02992001,2006,2006,0.007480002,
1289,Spiny Dogfish,Starting Oct 2006,0.02992001,2006,2007,,0.022440007
1290,Spiny Dogfish,Starting Oct 2007,0.029610794,2007,2007,0.007402698,
1290,Spiny Dogfish,Starting Oct 2007,0.029610794,2007,2008,,0.022208095
1291,Spiny Dogfish,Starting Oct 2008,0.029504011,2008,2008,0.007376003,
1291,Spiny Dogfish,Starting Oct 2008,0.029504011,2008,2009,,0.022128009
1292,Spiny Dogfish,Starting Oct 2009,0.043108754,2009,2009,0.010777188,
1292,Spiny Dogfish,Starting Oct 2009,0.043108754,2009,2010,,0.032331565
1293,Spiny Dogfish,Starting Oct 2010,0.040739751,2010,2010,0.010184938,
1293,Spiny Dogfish,Starting Oct 2010,0.040739751,2010,2011,,0.030554814
1294,Spiny Dogfish,Starting Oct 2011,0.037058802,2011,2011,0.009264701,
1294,Spiny Dogfish,Starting Oct 2011,0.037058802,2011,2012,,0.027794102
1295,Spiny Dogfish,Starting Oct 2012,0.033069081,2012,2012,0.00826727,
1295,Spiny Dogfish,Starting Oct 2012,0.033069081,2012,2013,,0.024801811
1296,Spiny Dogfish,Starting Oct 2013,0.031353278,2013,2013,0.007838319,
1296,Spiny Dogfish,Starting Oct 2013,0.031353278,2013,2014,,0.023514958
1297,Spiny Dogfish,Starting Oct 2014,0.031207313,2014,2014,0.007801828,
1297,Spiny Dogfish,Starting Oct 2014,0.031207313,2014,2015,,0.023405485
1298,Spiny Dogfish,Starting Oct 2015,0.034537819,2015,2015,0.008634455,
1298,Spiny Dogfish,Starting Oct 2015,0.034537819,2015,2016,,0.025903364
1299,Spiny Dogfish,Starting Oct 2016,0.030277602,2016,2016,0.007569401,
1299,Spiny Dogfish,Starting Oct 2016,0.030277602,2016,2017,,0.022708202
1300,Spiny Dogfish,Starting Oct 2017,0.03006904,2017,2017,0.00751726,
1300,Spiny Dogfish,Starting Oct 2017,0.03006904,2017,2018,,0.02255178
1301,Spiny Dogfish,Starting Oct 2018,0.040008774,2018,2018,0.010002193,
1301,Spiny Dogfish,Starting Oct 2018,0.040008774,2018,2019,,0.03000658
1302,Spiny Dogfish,Starting Oct 2019,0.029516238,2019,2019,0.00737906,
1302,Spiny Dogfish,Starting Oct 2019,0.029516238,2019,2020,,0.022137179
1303,Spiny Dogfish,Starting Oct 2020,0.026870429,2020,2020,0.006717607,
1303,Spiny Dogfish,Starting Oct 2020,0.026870429,2020,2021,,0.020152822
1304,Spiny Dogfish,Starting Oct 2021,0.033836346,2021,2021,0.008459087,
1304,Spiny Dogfish,Starting Oct 2021,0.033836346,2021,2022,,0.02537726
88,Spiny red rock lobster,Starting Apr 2002,22.76638382,2002,2002,17.07478786,
88,Spiny red rock lobster,Starting Apr 2002,22.76638382,2002,2003,,5.691595955
89,Spiny red rock lobster,Starting Apr 2003,20.41607529,2003,2003,15.31205647,
89,Spiny red rock lobster,Starting Apr 2003,20.41607529,2003,2004,,5.104018822
90,Spiny red rock lobster,Starting Apr 2004,18.63988549,2004,2004,13.97991411,
90,Spiny red rock lobster,Starting Apr 2004,18.63988549,2004,2005,,4.659971372
91,Spiny red rock lobster,Starting Apr 2005,17.98771277,2005,2005,13.49078457,
91,Spiny red rock lobster,Starting Apr 2005,17.98771277,2005,2006,,4.496928192
92,Spiny red rock lobster,Starting Apr 2006,19.33195313,2006,2006,14.49896485,
92,Spiny red rock lobster,Starting Apr 2006,19.33195313,2006,2007,,4.832988282
93,Spiny red rock lobster,Starting Apr 2007,21.65003842,2007,2007,16.23752881,
93,Spiny red rock lobster,Starting Apr 2007,21.65003842,2007,2008,,5.412509604
94,Spiny red rock lobster,Starting Apr 2008,24.94948695,2008,2008,18.71211521,
94,Spiny red rock lobster,Starting Apr 2008,24.94948695,2008,2009,,6.237371737
95,Spiny red rock lobster,Starting Apr 2009,31.23544098,2009,2009,23.42658073,
95,Spiny red rock lobster,Starting Apr 2009,31.23544098,2009,2010,,7.808860244
96,Spiny red rock lobster,Starting Apr 2010,32.87249997,2010,2010,24.65437498,
96,Spiny red rock lobster,Starting Apr 2010,32.87249997,2010,2011,,8.218124993
97,Spiny red rock lobster,Starting Apr 2011,37.66659184,2011,2011,28.24994388,
97,Spiny red rock lobster,Starting Apr 2011,37.66659184,2011,2012,,9.416647961
98,Spiny red rock lobster,Starting Apr 2012,40.8291777,2012,2012,30.62188328,
98,Spiny red rock lobster,Starting Apr 2012,40.8291777,2012,2013,,10.20729443
99,Spiny red rock lobster,Starting Apr 2013,40.5541925,2013,2013,30.41564437,
99,Spiny red rock lobster,Starting Apr 2013,40.5541925,2013,2014,,10.13854812
100,Spiny red rock lobster,Starting Apr 2014,41.65676159,2014,2014,31.24257119,
100,Spiny red rock lobster,Starting Apr 2014,41.65676159,2014,2015,,10.4141904
101,Spiny red rock lobster,Starting Apr 2015,44.1998596,2015,2015,33.1498947,
101,Spiny red rock lobster,Starting Apr 2015,44.1998596,2015,2016,,11.0499649
102,Spiny red rock lobster,Starting Apr 2016,48.12443914,2016,2016,36.09332935,
102,Spiny red rock lobster,Starting Apr 2016,48.12443914,2016,2017,,12.03110978
103,Spiny red rock lobster,Starting Apr 2017,43.22071427,2017,2017,32.4155357,
103,Spiny red rock lobster,Starting Apr 2017,43.22071427,2017,2018,,10.80517857
104,Spiny red rock lobster,Starting Apr 2018,45.89597512,2018,2018,34.42198134,
104,Spiny red rock lobster,Starting Apr 2018,45.89597512,2018,2019,,11.47399378
105,Spiny red rock lobster,Starting Apr 2019,49.62794641,2019,2019,37.22095981,
105,Spiny red rock lobster,Starting Apr 2019,49.62794641,2019,2020,,12.4069866
106,Spiny red rock lobster,Starting Apr 2020,37.4722667,2020,2020,28.10420003,
106,Spiny red rock lobster,Starting Apr 2020,37.4722667,2020,2021,,9.368066675
107,Spiny red rock lobster,Starting Apr 2021,43.4113411,2021,2021,32.55850582,
107,Spiny red rock lobster,Starting Apr 2021,43.4113411,2021,2022,,10.85283527
1305,Sprats,Starting Oct 2002,0.032,2002,2002,0.008,
1305,Sprats,Starting Oct 2002,0.032,2002,2003,,0.024
1306,Sprats,Starting Oct 2003,0.0459,2003,2003,0.011475,
1306,Sprats,Starting Oct 2003,0.0459,2003,2004,,0.034425
1307,Sprats,Starting Oct 2008,0.02,2008,2008,0.005,
1307,Sprats,Starting Oct 2008,0.02,2008,2009,,0.015
1308,Sprats,Starting Oct 2015,0.0414,2015,2015,0.01035,
1308,Sprats,Starting Oct 2015,0.0414,2015,2016,,0.03105
1309,Sprats,Starting Oct 2016,0.0369,2016,2016,0.009225,
1309,Sprats,Starting Oct 2016,0.0369,2016,2017,,0.027675
1310,Stargazer,Starting Oct 2001,0.520010376,2001,2001,0.130002594,
1310,Stargazer,Starting Oct 2001,0.520010376,2001,2002,,0.390007782
