,species,fishing_year,TACC,units TACC,Catch,Units Catch
1,Alfonsino,1996,2721.9,Tonnes,NA,Tonnes
2,Alfonsino,1997,2721.1,Tonnes,NA,Tonnes
3,Alfonsino,1998,2727,Tonnes,NA,Tonnes
4,Alfonsino,1999,2727.5,Tonnes,NA,Tonnes
5,Alfonsino,2000,2726.7,Tonnes,NA,Tonnes
6,Alfonsino,2001,2727,Tonnes,NA,Tonnes
7,Alfonsino,2002,2995.7,Tonnes,2904.2,Tonnes
8,Alfonsino,2003,2995.7,Tonnes,2926.8,Tonnes
9,Alfonsino,2004,2995.7,Tonnes,2583.9,Tonnes
10,Alfonsino,2005,2995.7,Tonnes,3052.5,Tonnes
11,Alfonsino,2006,2995.7,Tonnes,2903.4,Tonnes
12,Alfonsino,2007,2995.7,Tonnes,2676.7,Tonnes
13,Alfonsino,2008,2995.7,Tonnes,2748.3,Tonnes
14,Alfonsino,2009,2995.7,Tonnes,2665.2,Tonnes
15,Alfonsino,2010,2995.7,Tonnes,2865.2,Tonnes
16,Alfonsino,2011,2995.7,Tonnes,2835.7,Tonnes
17,Alfonsino,2012,2995.7,Tonnes,2699.3,Tonnes
18,Alfonsino,2013,2995.7,Tonnes,2679,Tonnes
19,Alfonsino,2014,2995.7,Tonnes,2567.8,Tonnes
20,Alfonsino,2015,2995.7,Tonnes,2693.3,Tonnes
21,Alfonsino,2016,2995.7,Tonnes,2728.9,Tonnes
22,Alfonsino,2017,2995.7,Tonnes,2651.8,Tonnes
23,Alfonsino,2018,2995.7,Tonnes,2531,Tonnes
24,Alfonsino,2019,2995.7,Tonnes,2342.2,Tonnes
25,All species,1996,635804.1,Tonnes,NA,Tonnes
26,All species,1997,645066.7,Tonnes,NA,Tonnes
27,All species,1998,642339.6,Tonnes,NA,Tonnes
28,All species,1999,659318.1,Tonnes,NA,Tonnes
29,All species,2000,717348.5,Tonnes,NA,Tonnes
30,All species,2001,686818.1,Tonnes,NA,Tonnes
31,All species,2002,645753.1,Tonnes,475146.3,Tonnes
32,All species,2003,664516.5,Tonnes,495284.3,Tonnes
33,All species,2004,643039.5,Tonnes,475901.5,Tonnes
34,All species,2005,595176.8,Tonnes,469490.8,Tonnes
35,All species,2006,595469.4,Tonnes,452408.8,Tonnes
36,All species,2007,590548,Tonnes,441711.1,Tonnes
37,All species,2008,567723.7,Tonnes,401016.4,Tonnes
38,All species,2009,572260.1,Tonnes,384859.5,Tonnes
39,All species,2010,600652.3,Tonnes,398244.2,Tonnes
40,All species,2011,612823.5,Tonnes,403719.4,Tonnes
41,All species,2012,618364.1,Tonnes,413326.8,Tonnes
42,All species,2013,618366.6,Tonnes,397000.3,Tonnes
43,All species,2014,643193.2,Tonnes,414139.5,Tonnes
44,All species,2015,663730.5,Tonnes,426644.6,Tonnes
45,All species,2016,646127.2,Tonnes,400491.6,Tonnes
46,All species,2017,592452.2,Tonnes,400570.8,Tonnes
47,All species,2018,NA,Tonnes,396773.7,Tonnes
48,All species,2018,589241.3,Tonnes,NA,Tonnes
49,All species,2019,591009,Tonnes,375392,Tonnes
50,Anchovy,2003,560,Tonnes,8.3,Tonnes
51,Anchovy,2004,560,Tonnes,14.5,Tonnes
52,Anchovy,2005,560,Tonnes,11.7,Tonnes
53,Anchovy,2006,560,Tonnes,10,Tonnes
54,Anchovy,2007,560,Tonnes,2.6,Tonnes
55,Anchovy,2008,560,Tonnes,0.4,Tonnes
56,Anchovy,2009,560,Tonnes,1.7,Tonnes
57,Anchovy,2010,560,Tonnes,12.5,Tonnes
58,Anchovy,2011,560,Tonnes,1.2,Tonnes
59,Anchovy,2012,560,Tonnes,0.7,Tonnes
60,Anchovy,2013,560,Tonnes,0.5,Tonnes
61,Anchovy,2014,560,Tonnes,2,Tonnes
62,Anchovy,2015,560,Tonnes,1,Tonnes
63,Anchovy,2016,560,Tonnes,12.6,Tonnes
64,Anchovy,2017,560,Tonnes,9.4,Tonnes
65,Anchovy,2018,560,Tonnes,0.2,Tonnes
66,Anchovy,2019,560,Tonnes,3.6,Tonnes
67,Arrow Squid,1996,123332.3,Tonnes,NA,Tonnes
68,Arrow Squid,1997,123332.3,Tonnes,NA,Tonnes
69,Arrow Squid,1998,123332.3,Tonnes,NA,Tonnes
70,Arrow Squid,1999,127332.3,Tonnes,NA,Tonnes
71,Arrow Squid,2000,127332.3,Tonnes,NA,Tonnes
72,Arrow Squid,2001,127332.3,Tonnes,NA,Tonnes
73,Arrow Squid,2002,127332.4,Tonnes,48173.1,Tonnes
74,Arrow Squid,2003,127332.4,Tonnes,43719.4,Tonnes
75,Arrow Squid,2004,127332.4,Tonnes,84962.3,Tonnes
76,Arrow Squid,2005,127332.4,Tonnes,86074.5,Tonnes
77,Arrow Squid,2006,127332.4,Tonnes,72418.4,Tonnes
78,Arrow Squid,2007,127332.4,Tonnes,70252.7,Tonnes
79,Arrow Squid,2008,127332.4,Tonnes,56035.2,Tonnes
80,Arrow Squid,2009,127332.4,Tonnes,46310.9,Tonnes
81,Arrow Squid,2010,127332.4,Tonnes,32436,Tonnes
82,Arrow Squid,2011,127332.4,Tonnes,37304.4,Tonnes
83,Arrow Squid,2012,127332.4,Tonnes,35207,Tonnes
84,Arrow Squid,2013,127332.4,Tonnes,24636.4,Tonnes
85,Arrow Squid,2014,127332.4,Tonnes,15053.2,Tonnes
86,Arrow Squid,2015,127332.4,Tonnes,16310.1,Tonnes
87,Arrow Squid,2016,127332.4,Tonnes,43126.7,Tonnes
88,Arrow Squid,2017,82120.3,Tonnes,18462.1,Tonnes
89,Arrow Squid,2018,NA,Tonnes,23069.3,Tonnes
90,Arrow Squid,2018,82120.3,Tonnes,NA,Tonnes
91,Arrow Squid,2019,82120.3,Tonnes,43391.8,Tonnes
92,Barracouta,1996,33202.1,Tonnes,NA,Tonnes
93,Barracouta,1997,34232.6,Tonnes,NA,Tonnes
94,Barracouta,1998,34232.6,Tonnes,NA,Tonnes
95,Barracouta,1999,32421,Tonnes,NA,Tonnes
96,Barracouta,2000,32421,Tonnes,NA,Tonnes
97,Barracouta,2001,32421,Tonnes,NA,Tonnes
98,Barracouta,2002,32672.5,Tonnes,21600.2,Tonnes
99,Barracouta,2003,32672.5,Tonnes,25036.2,Tonnes
100,Barracouta,2004,32672.5,Tonnes,22459.1,Tonnes
101,Barracouta,2005,32672.5,Tonnes,26932,Tonnes
102,Barracouta,2006,32672.5,Tonnes,27881.7,Tonnes
103,Barracouta,2007,32672.5,Tonnes,29617.6,Tonnes
104,Barracouta,2008,32672.5,Tonnes,27968.5,Tonnes
105,Barracouta,2009,32672.5,Tonnes,26445,Tonnes
106,Barracouta,2010,32672.5,Tonnes,28450.7,Tonnes
107,Barracouta,2011,32672.5,Tonnes,26940,Tonnes
108,Barracouta,2012,32672.5,Tonnes,26441.4,Tonnes
109,Barracouta,2013,32672.5,Tonnes,24972,Tonnes
110,Barracouta,2014,32672.5,Tonnes,26314.3,Tonnes
111,Barracouta,2015,32672.5,Tonnes,24327.7,Tonnes
112,Barracouta,2016,32672.5,Tonnes,21511,Tonnes
113,Barracouta,2017,33402.5,Tonnes,28169.6,Tonnes
114,Barracouta,2018,NA,Tonnes,29070.9,Tonnes
115,Barracouta,2018,33402.5,Tonnes,NA,Tonnes
116,Barracouta,2019,33402.5,Tonnes,18408.6,Tonnes
117,Bigeye Tuna,2005,714,Tonnes,162.3,Tonnes
118,Bigeye Tuna,2006,714,Tonnes,177.4,Tonnes
119,Bigeye Tuna,2007,714,Tonnes,196.1,Tonnes
120,Bigeye Tuna,2008,714,Tonnes,140.5,Tonnes
121,Bigeye Tuna,2009,714,Tonnes,236.6,Tonnes
122,Bigeye Tuna,2010,714,Tonnes,161.2,Tonnes
123,Bigeye Tuna,2011,714,Tonnes,181.3,Tonnes
124,Bigeye Tuna,2012,714,Tonnes,157.2,Tonnes
125,Bigeye Tuna,2013,714,Tonnes,115.9,Tonnes
126,Bigeye Tuna,2014,714,Tonnes,116.5,Tonnes
127,Bigeye Tuna,2015,714,Tonnes,83.2,Tonnes
128,Bigeye Tuna,2016,714,Tonnes,172.8,Tonnes
129,Bigeye Tuna,2017,714,Tonnes,104.9,Tonnes
130,Bigeye Tuna,2018,714,Tonnes,136.7,Tonnes
131,Bigeye Tuna,2019,714,Tonnes,54.4,Tonnes
132,Black Cardinal Fish,1999,3666,Tonnes,NA,Tonnes
133,Black Cardinal Fish,2000,3670,Tonnes,NA,Tonnes
134,Black Cardinal Fish,2001,3670,Tonnes,NA,Tonnes
135,Black Cardinal Fish,2002,3670,Tonnes,2349.8,Tonnes
136,Black Cardinal Fish,2003,3670,Tonnes,2721.2,Tonnes
137,Black Cardinal Fish,2004,3670,Tonnes,1724.9,Tonnes
138,Black Cardinal Fish,2005,3670,Tonnes,1479.7,Tonnes
139,Black Cardinal Fish,2006,3670,Tonnes,2901,Tonnes
140,Black Cardinal Fish,2007,3751,Tonnes,2215.3,Tonnes
141,Black Cardinal Fish,2008,3751,Tonnes,1132.6,Tonnes
142,Black Cardinal Fish,2009,3751,Tonnes,1455.9,Tonnes
143,Black Cardinal Fish,2010,3148,Tonnes,1164.7,Tonnes
144,Black Cardinal Fish,2011,2548,Tonnes,862.7,Tonnes
145,Black Cardinal Fish,2012,1968,Tonnes,741.6,Tonnes
146,Black Cardinal Fish,2013,1968,Tonnes,575.1,Tonnes
147,Black Cardinal Fish,2014,1968,Tonnes,541.9,Tonnes
148,Black Cardinal Fish,2015,1968,Tonnes,665.3,Tonnes
149,Black Cardinal Fish,2016,1968,Tonnes,521.6,Tonnes
150,Black Cardinal Fish,2017,1968,Tonnes,597.5,Tonnes
151,Black Cardinal Fish,2018,1968,Tonnes,401,Tonnes
152,Black Cardinal Fish,2019,1968,Tonnes,696.2,Tonnes
153,Bladder Kelp,2011,1509.6,Tonnes,53.3,Tonnes
154,Bladder Kelp,2012,1509.6,Tonnes,34.2,Tonnes
155,Bladder Kelp,2013,1509.6,Tonnes,35,Tonnes
156,Bladder Kelp,2014,1509.6,Tonnes,93.5,Tonnes
157,Bladder Kelp,2015,1509.6,Tonnes,62.1,Tonnes
158,Bladder Kelp,2016,1509.6,Tonnes,30.5,Tonnes
159,Bladder Kelp,2017,1509.6,Tonnes,41.8,Tonnes
160,Bladder Kelp,2018,1509.6,Tonnes,40.8,Tonnes
161,Bladder Kelp,2019,1509.6,Tonnes,67.2,Tonnes
162,Blue Cod,1996,2664.7,Tonnes,NA,Tonnes
163,Blue Cod,1997,2664.7,Tonnes,NA,Tonnes
164,Blue Cod,1998,2664.7,Tonnes,NA,Tonnes
165,Blue Cod,1999,2664.7,Tonnes,NA,Tonnes
166,Blue Cod,2000,2664.7,Tonnes,NA,Tonnes
167,Blue Cod,2001,2664.7,Tonnes,NA,Tonnes
168,Blue Cod,2002,2681.5,Tonnes,2324.3,Tonnes
169,Blue Cod,2003,2681.5,Tonnes,2457.5,Tonnes
170,Blue Cod,2004,2681.5,Tonnes,2501.9,Tonnes
171,Blue Cod,2005,2681.5,Tonnes,2452.3,Tonnes
172,Blue Cod,2006,2681.5,Tonnes,2187.4,Tonnes
173,Blue Cod,2007,2681.5,Tonnes,2419.8,Tonnes
174,Blue Cod,2008,2681.5,Tonnes,2316,Tonnes
175,Blue Cod,2009,2681.5,Tonnes,2418.2,Tonnes
176,Blue Cod,2010,2681.5,Tonnes,2162.5,Tonnes
177,Blue Cod,2011,2681.5,Tonnes,2342.6,Tonnes
178,Blue Cod,2012,2331.6,Tonnes,2216.5,Tonnes
179,Blue Cod,2013,2331.6,Tonnes,2193.5,Tonnes
180,Blue Cod,2014,2331.6,Tonnes,2176.1,Tonnes
181,Blue Cod,2015,2331.6,Tonnes,2207.4,Tonnes
182,Blue Cod,2016,2331.6,Tonnes,2105.7,Tonnes
183,Blue Cod,2017,2331.6,Tonnes,2155.1,Tonnes
184,Blue Cod,2018,NA,Tonnes,2048.7,Tonnes
185,Blue Cod,2018,2331.6,Tonnes,NA,Tonnes
186,Blue Cod,2019,2331.6,Tonnes,1833.7,Tonnes
187,Blue Mackerel,2003,11550,Tonnes,11373.8,Tonnes
188,Blue Mackerel,2004,11550,Tonnes,9372.8,Tonnes
189,Blue Mackerel,2005,11550,Tonnes,12746.2,Tonnes
190,Blue Mackerel,2006,11550,Tonnes,10643,Tonnes
191,Blue Mackerel,2007,11550,Tonnes,10688.3,Tonnes
192,Blue Mackerel,2008,11550,Tonnes,8982.3,Tonnes
193,Blue Mackerel,2009,11550,Tonnes,6740,Tonnes
194,Blue Mackerel,2010,11550,Tonnes,11815.5,Tonnes
195,Blue Mackerel,2011,11550,Tonnes,8638.2,Tonnes
196,Blue Mackerel,2012,11550,Tonnes,10816.7,Tonnes
197,Blue Mackerel,2013,11550,Tonnes,9716.2,Tonnes
198,Blue Mackerel,2014,11550,Tonnes,8092.2,Tonnes
199,Blue Mackerel,2015,11550,Tonnes,9128.9,Tonnes
200,Blue Mackerel,2016,11550,Tonnes,8033,Tonnes
201,Blue Mackerel,2017,11550,Tonnes,8383.7,Tonnes
202,Blue Mackerel,2018,11550,Tonnes,11399.7,Tonnes
203,Blue Mackerel,2019,11550,Tonnes,10299.5,Tonnes
204,Blue Moki,1996,604.1,Tonnes,NA,Tonnes
205,Blue Moki,1997,604.6,Tonnes,NA,Tonnes
206,Blue Moki,1998,604.1,Tonnes,NA,Tonnes
207,Blue Moki,1999,604.1,Tonnes,NA,Tonnes
208,Blue Moki,2000,604.6,Tonnes,NA,Tonnes
209,Blue Moki,2001,604.1,Tonnes,NA,Tonnes
210,Blue Moki,2002,608.1,Tonnes,452.4,Tonnes
211,Blue Moki,2003,608.1,Tonnes,475.6,Tonnes
212,Blue Moki,2004,608.1,Tonnes,441.2,Tonnes
213,Blue Moki,2005,608.1,Tonnes,501.8,Tonnes
214,Blue Moki,2006,608.1,Tonnes,483.5,Tonnes
215,Blue Moki,2007,608.1,Tonnes,503.6,Tonnes
216,Blue Moki,2008,608.1,Tonnes,534.7,Tonnes
217,Blue Moki,2009,608.1,Tonnes,524.1,Tonnes
218,Blue Moki,2010,608.1,Tonnes,521.9,Tonnes
219,Blue Moki,2011,608.1,Tonnes,574.5,Tonnes
220,Blue Moki,2012,608.1,Tonnes,571.3,Tonnes
221,Blue Moki,2013,608.1,Tonnes,549,Tonnes
222,Blue Moki,2014,608.1,Tonnes,535,Tonnes
223,Blue Moki,2015,640.9,Tonnes,529.7,Tonnes
224,Blue Moki,2016,640.9,Tonnes,586.4,Tonnes
225,Blue Moki,2017,640.9,Tonnes,555.5,Tonnes
226,Blue Moki,2018,640.9,Tonnes,619.8,Tonnes
227,Blue Moki,2019,640.9,Tonnes,543.3,Tonnes
228,Blue Shark,2005,1860,Tonnes,752.4,Tonnes
229,Blue Shark,2006,1860,Tonnes,656.2,Tonnes
230,Blue Shark,2007,1860,Tonnes,789.9,Tonnes
231,Blue Shark,2008,1860,Tonnes,682.8,Tonnes
232,Blue Shark,2009,1860,Tonnes,800.2,Tonnes
233,Blue Shark,2010,1860,Tonnes,695.7,Tonnes
234,Blue Shark,2011,1860,Tonnes,770.4,Tonnes
235,Blue Shark,2012,1860,Tonnes,1005.8,Tonnes
236,Blue Shark,2013,1860,Tonnes,697.7,Tonnes
237,Blue Shark,2014,1860,Tonnes,117.1,Tonnes
238,Blue Shark,2015,1860,Tonnes,142.1,Tonnes
239,Blue Shark,2016,1860,Tonnes,162.5,Tonnes
240,Blue Shark,2017,1860,Tonnes,115.7,Tonnes
241,Blue Shark,2018,NA,Tonnes,121.1,Tonnes
242,Blue Shark,2018,1860,Tonnes,NA,Tonnes
243,Blue Shark,2019,1860,Tonnes,99.4,Tonnes
244,Blue Warehou,1996,4512,Tonnes,NA,Tonnes
245,Blue Warehou,1997,4512,Tonnes,NA,Tonnes
246,Blue Warehou,1998,4470.8,Tonnes,NA,Tonnes
247,Blue Warehou,1999,4512,Tonnes,NA,Tonnes
248,Blue Warehou,2000,4512,Tonnes,NA,Tonnes
249,Blue Warehou,2001,4512,Tonnes,NA,Tonnes
250,Blue Warehou,2002,4512.4,Tonnes,3112,Tonnes
251,Blue Warehou,2003,4512.4,Tonnes,5101.1,Tonnes
252,Blue Warehou,2004,4512.4,Tonnes,4819.9,Tonnes
253,Blue Warehou,2005,4512.4,Tonnes,4283.8,Tonnes
254,Blue Warehou,2006,4512.4,Tonnes,4569.8,Tonnes
255,Blue Warehou,2007,4512.4,Tonnes,4447.7,Tonnes
256,Blue Warehou,2008,4512.4,Tonnes,1530.1,Tonnes
257,Blue Warehou,2009,4512.4,Tonnes,3119.8,Tonnes
258,Blue Warehou,2010,4512.4,Tonnes,3385.7,Tonnes
259,Blue Warehou,2011,4512.4,Tonnes,2923.9,Tonnes
260,Blue Warehou,2012,4512.4,Tonnes,3380.6,Tonnes
261,Blue Warehou,2013,4512.4,Tonnes,2769.6,Tonnes
262,Blue Warehou,2014,4512.4,Tonnes,2701.3,Tonnes
263,Blue Warehou,2015,4512.4,Tonnes,3713.3,Tonnes
264,Blue Warehou,2016,4512.4,Tonnes,2890.9,Tonnes
265,Blue Warehou,2017,4512.4,Tonnes,3448,Tonnes
266,Blue Warehou,2018,NA,Tonnes,2475.6,Tonnes
267,Blue Warehou,2018,4512.4,Tonnes,NA,Tonnes
268,Blue Warehou,2019,4512.4,Tonnes,2917.4,Tonnes
269,Bluenose,1996,2170.3,Tonnes,NA,Tonnes
270,Bluenose,1997,2465.5,Tonnes,NA,Tonnes
271,Bluenose,1998,2489.9,Tonnes,NA,Tonnes
272,Bluenose,1999,2489.9,Tonnes,NA,Tonnes
273,Bluenose,2000,2489.9,Tonnes,NA,Tonnes
274,Bluenose,2001,2489.9,Tonnes,NA,Tonnes
275,Bluenose,2002,3058.4,Tonnes,2783.8,Tonnes
276,Bluenose,2003,3058.4,Tonnes,3001.7,Tonnes
277,Bluenose,2004,3058.4,Tonnes,3090,Tonnes
278,Bluenose,2005,3233,Tonnes,3013.3,Tonnes
279,Bluenose,2006,3233,Tonnes,2474.8,Tonnes
280,Bluenose,2007,3233,Tonnes,2424.7,Tonnes
281,Bluenose,2008,3233,Tonnes,2499,Tonnes
282,Bluenose,2009,2335,Tonnes,2038.2,Tonnes
283,Bluenose,2010,2335,Tonnes,2059.1,Tonnes
284,Bluenose,2011,2335,Tonnes,1695.9,Tonnes
285,Bluenose,2012,1590,Tonnes,1219.9,Tonnes
286,Bluenose,2013,1110,Tonnes,1139.2,Tonnes
287,Bluenose,2014,1110,Tonnes,1154,Tonnes
288,Bluenose,2015,1110,Tonnes,1104.3,Tonnes
289,Bluenose,2016,1110,Tonnes,960.6,Tonnes
290,Bluenose,2017,910,Tonnes,823.4,Tonnes
291,Bluenose,2018,NA,Tonnes,656.4,Tonnes
292,Bluenose,2018,630,Tonnes,NA,Tonnes
293,Bluenose,2019,630,Tonnes,671,Tonnes
294,Butterfish,2003,162,Tonnes,130.2,Tonnes
295,Butterfish,2004,162,Tonnes,126.2,Tonnes
296,Butterfish,2005,162,Tonnes,131.9,Tonnes
297,Butterfish,2006,162,Tonnes,94.8,Tonnes
298,Butterfish,2007,162,Tonnes,116.8,Tonnes
299,Butterfish,2008,162,Tonnes,114.5,Tonnes
300,Butterfish,2009,162,Tonnes,122,Tonnes
301,Butterfish,2010,162,Tonnes,97.9,Tonnes
302,Butterfish,2011,162,Tonnes,116.2,Tonnes
303,Butterfish,2012,162,Tonnes,119.5,Tonnes
304,Butterfish,2013,162,Tonnes,110.4,Tonnes
305,Butterfish,2014,162,Tonnes,95.1,Tonnes
306,Butterfish,2015,162,Tonnes,99.3,Tonnes
307,Butterfish,2016,162,Tonnes,94.5,Tonnes
308,Butterfish,2017,162,Tonnes,114.3,Tonnes
309,Butterfish,2018,162,Tonnes,105.3,Tonnes
310,Butterfish,2019,162,Tonnes,110.8,Tonnes
311,Cockle,2003,1736,Tonnes,806.7,Tonnes
312,Cockle,2004,3206,Tonnes,1533.4,Tonnes
313,Cockle,2005,3206,Tonnes,1379.4,Tonnes
314,Cockle,2006,3214,Tonnes,1539.7,Tonnes
315,Cockle,2007,3214,Tonnes,1355,Tonnes
316,Cockle,2008,3214,Tonnes,1148.1,Tonnes
317,Cockle,2009,3214,Tonnes,1169.2,Tonnes
318,Cockle,2010,3214,Tonnes,1214.4,Tonnes
319,Cockle,2011,3214,Tonnes,1247.5,Tonnes
320,Cockle,2012,3214,Tonnes,1058.3,Tonnes
321,Cockle,2013,3214,Tonnes,1059.2,Tonnes
322,Cockle,2014,3214,Tonnes,1090.2,Tonnes
323,Cockle,2015,3214,Tonnes,1078,Tonnes
324,Cockle,2016,3214,Tonnes,1186.6,Tonnes
325,Cockle,2017,3214,Tonnes,1205.5,Tonnes
326,Cockle,2018,3214,Tonnes,1220.2,Tonnes
327,Cockle,2019,3214,Tonnes,1195,Tonnes
328,Deepwater (King) Clam,2007,31.5,Tonnes,NA,Tonnes
329,Deepwater (King) Clam,2008,31.5,Tonnes,0.5,Tonnes
330,Deepwater (King) Clam,2009,31.5,Tonnes,5.1,Tonnes
331,Deepwater (King) Clam,2010,31.5,Tonnes,4.6,Tonnes
332,Deepwater (King) Clam,2011,31.5,Tonnes,8,Tonnes
333,Deepwater (King) Clam,2012,31.5,Tonnes,10.9,Tonnes
334,Deepwater (King) Clam,2013,31.5,Tonnes,1.7,Tonnes
335,Deepwater (King) Clam,2014,31.5,Tonnes,6.1,Tonnes
336,Deepwater (King) Clam,2015,31.5,Tonnes,3.9,Tonnes
337,Deepwater (King) Clam,2016,31.5,Tonnes,4.7,Tonnes
338,Deepwater (King) Clam,2017,31.5,Tonnes,3.3,Tonnes
339,Deepwater (King) Clam,2018,31.5,Tonnes,6.7,Tonnes
340,Deepwater (King) Clam,2019,31.5,Tonnes,6.3,Tonnes
341,Deepwater Tuatua,2005,168,Tonnes,14.3,Tonnes
342,Deepwater Tuatua,2006,168,Tonnes,13.9,Tonnes
343,Deepwater Tuatua,2007,168,Tonnes,21.2,Tonnes
344,Deepwater Tuatua,2008,168,Tonnes,23.3,Tonnes
345,Deepwater Tuatua,2009,168,Tonnes,6.9,Tonnes
346,Deepwater Tuatua,2010,168,Tonnes,12.7,Tonnes
347,Deepwater Tuatua,2011,629,Tonnes,42.7,Tonnes
348,Deepwater Tuatua,2012,629,Tonnes,16.9,Tonnes
349,Deepwater Tuatua,2013,629,Tonnes,37.1,Tonnes
350,Deepwater Tuatua,2014,890,Tonnes,63.3,Tonnes
351,Deepwater Tuatua,2015,890,Tonnes,100.2,Tonnes
352,Deepwater Tuatua,2016,890,Tonnes,159.7,Tonnes
353,Deepwater Tuatua,2017,1024,Tonnes,216.3,Tonnes
354,Deepwater Tuatua,2018,1024,Tonnes,259.3,Tonnes
355,Deepwater Tuatua,2019,1024,Tonnes,282.1,Tonnes
356,Elephant Fish,1996,714.7,Tonnes,NA,Tonnes
357,Elephant Fish,1997,714.7,Tonnes,NA,Tonnes
358,Elephant Fish,1998,714.7,Tonnes,NA,Tonnes
359,Elephant Fish,1999,715.1,Tonnes,NA,Tonnes
360,Elephant Fish,2000,714.8,Tonnes,NA,Tonnes
361,Elephant Fish,2001,1039.7,Tonnes,NA,Tonnes
362,Elephant Fish,2002,1068.5,Tonnes,1055.3,Tonnes
363,Elephant Fish,2003,1193.5,Tonnes,1125.7,Tonnes
364,Elephant Fish,2004,1193.5,Tonnes,1138,Tonnes
365,Elephant Fish,2005,1213.5,Tonnes,1189.6,Tonnes
366,Elephant Fish,2006,1213.5,Tonnes,1260.4,Tonnes
367,Elephant Fish,2007,1213.5,Tonnes,1250.8,Tonnes
368,Elephant Fish,2008,1213.5,Tonnes,1435.9,Tonnes
369,Elephant Fish,2009,1213.5,Tonnes,1384.2,Tonnes
370,Elephant Fish,2010,1283.5,Tonnes,1372,Tonnes
371,Elephant Fish,2011,1283.5,Tonnes,1383.6,Tonnes
372,Elephant Fish,2012,1283.5,Tonnes,1376.9,Tonnes
373,Elephant Fish,2013,1313.5,Tonnes,1435.4,Tonnes
374,Elephant Fish,2014,1313.5,Tonnes,1394.4,Tonnes
375,Elephant Fish,2015,1313.5,Tonnes,1339.6,Tonnes
376,Elephant Fish,2016,1313.5,Tonnes,1400.1,Tonnes
377,Elephant Fish,2017,1313.5,Tonnes,1327.6,Tonnes
378,Elephant Fish,2018,NA,Tonnes,1345.9,Tonnes
379,Elephant Fish,2018,1313.5,Tonnes,NA,Tonnes
380,Elephant Fish,2019,1463.5,Tonnes,1353.6,Tonnes
381,Flats,1996,6670.3,Tonnes,NA,Tonnes
382,Flats,1997,6670.3,Tonnes,NA,Tonnes
383,Flats,1998,6670.3,Tonnes,NA,Tonnes
384,Flats,1999,6670.3,Tonnes,NA,Tonnes
385,Flats,2000,6670.3,Tonnes,NA,Tonnes
386,Flats,2001,6670.3,Tonnes,NA,Tonnes
387,Flats,2002,6670.3,Tonnes,3088,Tonnes
388,Flats,2003,6670.3,Tonnes,3298.5,Tonnes
389,Flats,2004,6670.3,Tonnes,3208.2,Tonnes
390,Flats,2005,6670.3,Tonnes,3875.8,Tonnes
391,Flats,2006,6670.3,Tonnes,3721.4,Tonnes
392,Flats,2007,6670.3,Tonnes,4065.5,Tonnes
393,Flats,2008,5418.8,Tonnes,3632.4,Tonnes
394,Flats,2009,5418.8,Tonnes,3413,Tonnes
395,Flats,2010,5418.8,Tonnes,3273.5,Tonnes
396,Flats,2011,5418.8,Tonnes,2468.5,Tonnes
397,Flats,2012,5418.8,Tonnes,2864.6,Tonnes
398,Flats,2013,5418.8,Tonnes,2778.9,Tonnes
399,Flats,2014,5418.8,Tonnes,2671.4,Tonnes
400,Flats,2015,5418.8,Tonnes,2465.7,Tonnes
401,Flats,2016,5418.8,Tonnes,2792.1,Tonnes
402,Flats,2017,5418.8,Tonnes,2852,Tonnes
403,Flats,2018,NA,Tonnes,2031.6,Tonnes
404,Flats,2018,5418.8,Tonnes,NA,Tonnes
405,Flats,2019,5121.5,Tonnes,1938.8,Tonnes
406,Freshwater Eels (South Island),2001,420.2,Tonnes,NA,Tonnes
407,Freshwater Eels (South Island),2002,420.2,Tonnes,213,Tonnes
408,Freshwater Eels (South Island),2003,420.2,Tonnes,170.1,Tonnes
409,Freshwater Eels (South Island),2004,420.2,Tonnes,265.4,Tonnes
410,Freshwater Eels (South Island),2005,420.2,Tonnes,280.5,Tonnes
411,Freshwater Eels (South Island),2006,420.2,Tonnes,271.9,Tonnes
412,Freshwater Eels (South Island),2007,420.2,Tonnes,285.4,Tonnes
413,Freshwater Eels (South Island),2008,420.2,Tonnes,287.7,Tonnes
414,Freshwater Eels (South Island),2009,420.2,Tonnes,215.2,Tonnes
415,Freshwater Eels (South Island),2010,420.2,Tonnes,242.9,Tonnes
416,Freshwater Eels (South Island),2011,420.2,Tonnes,296.3,Tonnes
417,Freshwater Eels (South Island),2012,420.2,Tonnes,336.8,Tonnes
418,Freshwater Eels (South Island),2013,420.2,Tonnes,352.3,Tonnes
419,Freshwater Eels (South Island),2014,420.2,Tonnes,298.8,Tonnes
420,Freshwater Eels (South Island),2015,420.2,Tonnes,243,Tonnes
421,Freshwater Eels (South Island),2016,420.2,Tonnes,200.8,Tonnes
422,Freshwater Eels (South Island),2017,121.9,Tonnes,117.9,Tonnes
423,Frilled Venus Shell,2005,16,Tonnes,1.3,Tonnes
424,Frilled Venus Shell,2006,16,Tonnes,0.2,Tonnes
425,Frilled Venus Shell,2007,16,Tonnes,0,Tonnes
426,Frilled Venus Shell,2008,16,Tonnes,NA,Tonnes
427,Frilled Venus Shell,2009,16,Tonnes,0,Tonnes
428,Frilled Venus Shell,2010,16,Tonnes,NA,Tonnes
429,Frilled Venus Shell,2011,16,Tonnes,NA,Tonnes
430,Frilled Venus Shell,2012,16,Tonnes,0.4,Tonnes
