"","fishing_period","species_code","tacc_kg","catch_kg","starting_year","species","species_common_name","period","ace_transfer_price"
"1","for 12 months to 30-09-2016","ANC",80000,NA,"2015","Anchovy","Anchovy","Starting Oct 2015",0.0317705743304153
"2","for 12 months to 30-09-2016","ANG",70025,32938.8333333333,"2015","Freshwater eels",NA,NA,NA
"3","for 12 months to 30-09-2016","BAR",6534492.2,NA,"2015","Barracouta","Barracouta","Starting Oct 2015",0.121172019010361
"4","for 12 months to 30-09-2016","BCO",291453.125,NA,"2015","Blue cod","Blue Cod","Starting Oct 2015",1.36064807679697
"5","for 12 months to 30-09-2016","BIG",714000,172759,"2015","Bigeye tuna",NA,NA,NA
"6","for 12 months to 30-09-2016","BNS",185000,NA,"2015","Bluenose","Bluenose","Starting Oct 2015",2.33181642683768
"7","for 12 months to 30-09-2016","BUT",20250,NA,"2015","Butterfish","Butterfish","Starting Oct 2015",0.97397378543112
"8","for 12 months to 30-09-2016","BWS",1860000,162531,"2015","Blue shark","Blue shark","Starting Oct 2015",0.068
"9","for 12 months to 30-09-2016","BYX",499283.333333333,NA,"2015","Alfonsino","Alfonsino","Starting Oct 2015",1.0799652469897
"10","for 12 months to 30-09-2016","CDL",196800,NA,"2015","Cardinalfish","Cardinalfish","Starting Oct 2015",0.10981660372162
"11","for 12 months to 30-09-2016","COC",247230.769230769,NA,"2015","Cockle",NA,NA,NA
"12","for 12 months to 30-09-2016","ELE",218916.666666667,NA,"2015","Elephant fish","Elephant Fish","Starting Oct 2015",0.538107820983099
"13","for 12 months to 30-09-2016","EMA",2310000,NA,"2015","Blue mackerel","Blue Mackerel","Starting Oct 2015",0.126605091683809
"14","for 12 months to 30-09-2016","FLA",1083760,NA,"2015","Flatfish","Flatfish","Starting Oct 2015",0.552084005156641
"15","for 12 months to 30-09-2016","FRO",401900,NA,"2015","Frostfish","Frostfish","Starting Oct 2015",0.0602772633655352
"16","for 12 months to 30-09-2016","GAR",7142.85714285714,NA,"2015","Garfish","Garfish","Starting Oct 2015",0.5111
"17","for 12 months to 30-09-2016","GLM",215000,NA,"2015","Green-lipped mussel","Green-lipped mussel","Starting Oct 2015",6.7466
"18","for 12 months to 30-09-2016","GMU",201120.2,NA,"2015","Grey mullet","Grey Mullet","Starting Oct 2015",0.9225
"19","for 12 months to 30-09-2016","GSH",304700,NA,"2015","Ghost shark","Ghost Shark","Starting Oct 2015",0.101871094513226
"20","for 12 months to 30-09-2016","GSP",593333.333333333,230209.666666667,"2015","Pale ghost shark","Pale Ghost Shark","Starting Oct 2015",0.0429299960285876
"21","for 12 months to 30-09-2016","GUR",938531.166666667,NA,"2015","Gurnard","Gurnard","Starting Oct 2015",0.727501638144779
"22","for 12 months to 30-09-2016","HAK",3302785.75,NA,"2015","Hake","Hake","Starting Oct 2015",0.393964638450075
"23","for 12 months to 30-09-2016","HOK",75005000,NA,"2015","Hoki","Hoki","Starting Oct 2015",0.3684
"24","for 12 months to 30-09-2016","HPB",272700,NA,"2015","Hapuku & bass","Hapuku & Bass","Starting Oct 2015",1.16439081743998
"25","for 12 months to 30-09-2016","JDO",233080,NA,"2015","John dory","John Dory","Starting Oct 2015",1.20367798270757
"26","for 12 months to 30-09-2016","JMA",15136808.5,NA,"2015","Jack mackerel","Jack mackerel","Starting Oct 2015",0.125748429715383
"27","for 12 months to 30-09-2016","KAH",454666.666666667,370433.166666667,"2015","Kahawai","Kahawai","Starting Oct 2015",0.286553741259733
"28","for 12 months to 30-09-2016","KBB",754800,NA,"2015","Bladder kelp",NA,NA,NA
"29","for 12 months to 30-09-2016","KIN",31000,NA,"2015","Kingfish","King Crab","Starting Oct 2015",3.63860733872518
"30","for 12 months to 30-09-2016","KWH",6700,NA,"2015","Knobbed whelk",NA,NA,NA
"31","for 12 months to 30-09-2016","LDO",261000,NA,"2015","Lookdown dory","Lookdown Dory","Starting Oct 2015",0.123876427054053
"32","for 12 months to 30-09-2016","LEA",292200,NA,"2015","Leatherjacket","Leatherjacket","Starting Oct 2015",0.239924598688042
"33","for 12 months to 30-09-2016","LFE",16400,NA,"2015","Long-finned eel","Long-finned eel","Starting Oct 2015",2.50439459539359
"34","for 12 months to 30-09-2016","LIN",2899000,NA,"2015","Ling","Ling","Starting Oct 2015",1.44831424972536
"35","for 12 months to 30-09-2016","MAK",2e+05,70804,"2015","Mako shark","Mako Shark","Starting Oct 2015",0.0688
"36","for 12 months to 30-09-2016","MOK",128181.2,NA,"2015","Blue moki","Blue Moki","Starting Oct 2015",0.59857172423778
"37","for 12 months to 30-09-2016","MOO",527000,61078,"2015","Moonfish","Moonfish","Starting Oct 2015",0.1088
"38","for 12 months to 30-09-2016","OEO",2972000,NA,"2015","Oreo","Oreo","Starting Oct 2015",0.359851292915856
"39","for 12 months to 30-09-2016","ORH",1092000,NA,"2015","Orange roughy","Orange Roughy","Starting Oct 2015",2.17537483176183
"40","for 12 months to 30-09-2016","OYS",56590.9090909091,NA,"2015","Dredge oyster",NA,NA,NA
"41","for 12 months to 30-09-2016","OYU",14950000,10000801,"2015","Dredge oyster","Dredge Oyster","Starting Oct 2015",0.2135
"42","for 12 months to 30-09-2016","PAD",76500,NA,"2015","Paddle crab","Paddle Crab","Starting Oct 2015",0.715269283992578
"43","for 12 months to 30-09-2016","PAR",21000,NA,"2015","Parore","Parore","Starting Oct 2015",0.221202666802771
"44","for 12 months to 30-09-2016","PAU",105849.9,NA,"2015","Paua","Paua","Starting Oct 2015",17.6275960516992
"45","for 12 months to 30-09-2016","PIL",355000,NA,"2015","Pilchards","Pilchards","Starting Oct 2015",0.1843
"46","for 12 months to 30-09-2016","POR",20750,NA,"2015","Porae","Porae","Starting Oct 2015",0.584916890457132
"47","for 12 months to 30-09-2016","POS",110000,43270,"2015","Porbeagle shark","Porbeagle Shark","Starting Oct 2015",0.0618
"48","for 12 months to 30-09-2016","PPI",20400,NA,"2015","Pipi",NA,NA,NA
"49","for 12 months to 30-09-2016","PRK",3272.72727272727,NA,"2015","Prawn killer","Prawn Killer","Starting Oct 2015",0.1355
"50","for 12 months to 30-09-2016","PTO",49500,6380,"2015","Patagonian toothfish",NA,NA,NA
"51","for 12 months to 30-09-2016","PZL",3937.5,NA,"2015","Deepwater clam",NA,NA,NA
"52","for 12 months to 30-09-2016","QSC",380000,13550,"2015","Queen scallop",NA,NA,NA
"53","for 12 months to 30-09-2016","RBM",980000,125153,"2015","Ray's bream","Ray's Bream","Starting Oct 2015",0.056
"54","for 12 months to 30-09-2016","RBT",1262500,NA,"2015","Redbait","Redbait","Starting Oct 2015",0.1406
"55","for 12 months to 30-09-2016","RBY",81200,NA,"2015","Ruby fish","Ruby Fish","Starting Oct 2015",0.111101081855366
"56","for 12 months to 30-09-2016","RCO",1655677,NA,"2015","Red cod","Red Cod","Starting Oct 2015",0.117290045360145
"57","for 12 months to 30-09-2016","RIB",168300,NA,"2015","Ribaldo","Ribaldo","Starting Oct 2015",0.118327711790079
"58","for 12 months to 30-09-2016","RSK",397200,NA,"2015","Rough skate","Rough Skate","Starting Oct 2015",0.110793148324267
"59","for 12 months to 30-09-2016","RSN",48666.6666666667,NA,"2015","Red snapper","Red Snapper","Starting Oct 2015",1.35481048355313
"60","for 12 months to 30-09-2016","SCH",429512.5,NA,"2015","School shark","School Shark","Starting Oct 2015",0.982499627741253
"61","for 12 months to 30-09-2016","SCI",111272.727272727,NA,"2015","Scampi",NA,NA,NA
"62","for 12 months to 30-09-2016","SFE",69400,NA,"2015","Short-finned eel","Short-finned eel","Starting Oct 2015",2.30319871957092
"63","for 12 months to 30-09-2016","SKI",212078.8,NA,"2015","Gemfish","Gemfish","Starting Oct 2015",0.643129533385494
"64","for 12 months to 30-09-2016","SNA",1059550,NA,"2015","Snapper","Snapper","Starting Oct 2015",3.77781659685222
"65","for 12 months to 30-09-2016","SPD",1808571.42857143,NA,"2015","Spiny dogfish","Spiny Dogfish","Starting Oct 2015",0.0345378192216714
"66","for 12 months to 30-09-2016","SPE",219000,NA,"2015","Sea perch","Sea Perch","Starting Oct 2015",0.15056393589797
"67","for 12 months to 30-09-2016","SPO",327677.333333333,NA,"2015","Rig","Rig","Starting Oct 2015",0.791604749318747
"68","for 12 months to 30-09-2016","SPR",90000,NA,"2015","Sprats","Sprats","Starting Oct 2015",0.0414
"69","for 12 months to 30-09-2016","SQU",31833095.25,10781685.75,"2015","Arrow squid","Arrow squid","Starting Oct 2015",0.064930257542133
"70","for 12 months to 30-09-2016","SSK",169800,NA,"2015","Smooth skate","Smooth Skate","Starting Oct 2015",0.115247051444688
"71","for 12 months to 30-09-2016","STA",692050,NA,"2015","Stargazer","Stargazer","Starting Oct 2015",0.45286102099953
"72","for 12 months to 30-09-2016","STN",971000,949351,"2015","Southern bluefin tuna",NA,NA,NA
"73","for 12 months to 30-09-2016","SUR",95583.3333333333,NA,"2015","Kina","Kina","Starting Oct 2015",0.742815863494801
"74","for 12 months to 30-09-2016","SWA",2595050.25,NA,"2015","Silver warehou","Silver Warehou","Starting Oct 2015",0.641158363287697
"75","for 12 months to 30-09-2016","SWO",885000,758748,"2015","Swordfish","Swordfish","Starting Oct 2015",0.7187
"76","for 12 months to 30-09-2016","TAR",804896.625,NA,"2015","Tarakihi","Tarakihi","Starting Oct 2015",0.888750634178641
"77","for 12 months to 30-09-2016","TOR",116000,18024,"2015","Pacific bluefin tuna",NA,NA,NA
"78","for 12 months to 30-09-2016","TRE",786620.6,NA,"2015","Trevally","Trevally","Starting Oct 2015",0.318006991018923
"79","for 12 months to 30-09-2016","TRU",14400,NA,"2015","Trumpeter","Trumpeter","Starting Oct 2015",0.573612741862717
"80","for 12 months to 30-09-2016","TUA",4777.77777777778,NA,"2015","Tuatua",NA,NA,NA
"81","for 12 months to 30-09-2016","WAR",752059.666666667,NA,"2015","Blue warehou","Blue Warehou","Starting Oct 2015",0.387282470512853
"82","for 12 months to 30-09-2016","WWA",415000,NA,"2015","White warehou","White Warehou","Starting Oct 2015",0.219471458109367
"83","for 12 months to 30-09-2016","YEM",6800,NA,"2015","Yellow eyed mullet","Yellow Eyed Mullet","Starting Oct 2015",0.194372022309219
"84","for 12 months to 30-09-2016","YFN",263000,57575,"2015","Yellowfin tuna",NA,NA,NA
"85","for 12 months to 30-09-2017","ANC",80000,NA,"2016","Anchovy","Anchovy","Starting Oct 2016",0.0316
"86","for 12 months to 30-09-2017","BAR",6680492.2,NA,"2016","Barracouta","Barracouta","Starting Oct 2016",0.108744470653439
"87","for 12 months to 30-09-2017","BCO",291453.125,NA,"2016","Blue cod","Blue Cod","Starting Oct 2016",1.40456245400573
"88","for 12 months to 30-09-2017","BIG",714000,104916,"2016","Bigeye tuna",NA,NA,NA
"89","for 12 months to 30-09-2017","BNS",151666.666666667,NA,"2016","Bluenose","Bluenose","Starting Oct 2016",2.43318316096992
"90","for 12 months to 30-09-2017","BUT",20250,NA,"2016","Butterfish","Butterfish","Starting Oct 2016",0.83792013073071
"91","for 12 months to 30-09-2017","BWS",1860000,115704,"2016","Blue shark","Blue shark","Starting Oct 2016",0.0836
"92","for 12 months to 30-09-2017","BYX",499283.333333333,NA,"2016","Alfonsino","Alfonsino","Starting Oct 2016",1.17168872949805
"93","for 12 months to 30-09-2017","CDL",196800,NA,"2016","Cardinalfish","Cardinalfish","Starting Oct 2016",0.116263927064877
"94","for 12 months to 30-09-2017","COC",247230.769230769,NA,"2016","Cockle",NA,NA,NA
"95","for 12 months to 30-09-2017","ELE",218916.666666667,NA,"2016","Elephant fish","Elephant Fish","Starting Oct 2016",0.76894266685313
"96","for 12 months to 30-09-2017","EMA",2310000,NA,"2016","Blue mackerel","Blue Mackerel","Starting Oct 2016",0.113827912592804
"97","for 12 months to 30-09-2017","FLA",1083760,NA,"2016","Flatfish","Flatfish","Starting Oct 2016",0.701753243621283
"98","for 12 months to 30-09-2017","FRO",401900,NA,"2016","Frostfish","Frostfish","Starting Oct 2016",0.075289931122991
"99","for 12 months to 30-09-2017","GAR",7142.85714285714,NA,"2016","Garfish","Garfish","Starting Oct 2016",0.8067
"100","for 12 months to 30-09-2017","GLM",215000,NA,"2016","Green-lipped mussel","Green-lipped mussel","Starting Oct 2016",5.9983
"101","for 12 months to 30-09-2017","GMU",201120.2,NA,"2016","Grey mullet","Grey Mullet","Starting Oct 2016",0.8413
"102","for 12 months to 30-09-2017","GSH",304700,NA,"2016","Ghost shark","Ghost Shark","Starting Oct 2016",0.103553880490452
"103","for 12 months to 30-09-2017","GSP",593333.333333333,308594.333333333,"2016","Pale ghost shark","Pale Ghost Shark","Starting Oct 2016",0.0666792757121107
"104","for 12 months to 30-09-2017","GUR",938531.166666667,NA,"2016","Gurnard","Gurnard","Starting Oct 2016",0.800594765827254
"105","for 12 months to 30-09-2017","HAK",3302785.75,NA,"2016","Hake","Hake","Starting Oct 2016",0.497018015037039
"106","for 12 months to 30-09-2017","HOK",75005000,NA,"2016","Hoki","Hoki","Starting Oct 2016",0.302
"107","for 12 months to 30-09-2017","HPB",272700,NA,"2016","Hapuku & bass","Hapuku & Bass","Starting Oct 2016",1.19503226784973
"108","for 12 months to 30-09-2017","JDO",241080,NA,"2016","John dory","John Dory","Starting Oct 2016",1.31887142766789
"109","for 12 months to 30-09-2017","JMA",12831803.5,11838985,"2016","Jack mackerel","Jack mackerel","Starting Oct 2016",0.119635591694571
"110","for 12 months to 30-09-2017","KAH",454666.666666667,NA,"2016","Kahawai","Kahawai","Starting Oct 2016",0.292635729366545
"111","for 12 months to 30-09-2017","KBB",754800,NA,"2016","Bladder kelp",NA,NA,NA
"112","for 12 months to 30-09-2017","KIN",31000,NA,"2016","Kingfish","King Crab","Starting Oct 2016",3.92042814322759
"113","for 12 months to 30-09-2017","KWH",6700,NA,"2016","Knobbed whelk",NA,NA,NA
"114","for 12 months to 30-09-2017","LDO",261000,NA,"2016","Lookdown dory","Lookdown Dory","Starting Oct 2016",0.108176876252119
"115","for 12 months to 30-09-2017","LEA",292200,NA,"2016","Leatherjacket","Leatherjacket","Starting Oct 2016",0.111304233209526
"116","for 12 months to 30-09-2017","LFE",14818.1818181818,NA,"2016","Long-finned eel","Long-finned eel","Starting Oct 2016",2.4896349819986
"117","for 12 months to 30-09-2017","LIN",2899000,NA,"2016","Ling","Ling","Starting Oct 2016",1.47117016464334
"118","for 12 months to 30-09-2017","MAK",2e+05,37801,"2016","Mako shark","Mako Shark","Starting Oct 2016",0.0661
"119","for 12 months to 30-09-2017","MOK",128181.2,NA,"2016","Blue moki","Blue Moki","Starting Oct 2016",0.581697505735441
"120","for 12 months to 30-09-2017","MOO",527000,56582,"2016","Moonfish","Moonfish","Starting Oct 2016",0.164
"121","for 12 months to 30-09-2017","OEO",2972000,NA,"2016","Oreo","Oreo","Starting Oct 2016",0.329521059767002
"122","for 12 months to 30-09-2017","ORH",1092000,NA,"2016","Orange roughy","Orange Roughy","Starting Oct 2016",1.9280900571117
"123","for 12 months to 30-09-2017","OYS",56590.9090909091,NA,"2016","Dredge oyster",NA,NA,NA
"124","for 12 months to 30-09-2017","OYU",14950000,9989921,"2016","Dredge oyster","Dredge Oyster","Starting Oct 2016",0.2353
"125","for 12 months to 30-09-2017","PAD",76500,NA,"2016","Paddle crab","Paddle Crab","Starting Oct 2016",0.2525
"126","for 12 months to 30-09-2017","PAR",21000,NA,"2016","Parore","Parore","Starting Oct 2016",0.261576955748357
"127","for 12 months to 30-09-2017","PAU",96487.9,NA,"2016","Paua","Paua","Starting Oct 2016",23.1399784437319
"128","for 12 months to 30-09-2017","PIL",355000,NA,"2016","Pilchards","Pilchards","Starting Oct 2016",0.18
"129","for 12 months to 30-09-2017","POR",20750,NA,"2016","Porae","Porae","Starting Oct 2016",0.805293025893026
"130","for 12 months to 30-09-2017","POS",110000,26655,"2016","Porbeagle shark","Porbeagle Shark","Starting Oct 2016",0.0591
"131","for 12 months to 30-09-2017","PPI",20400,NA,"2016","Pipi",NA,NA,NA
"132","for 12 months to 30-09-2017","PRK",3272.72727272727,NA,"2016","Prawn killer","Prawn Killer","Starting Oct 2016",0.0667391922455573
"133","for 12 months to 30-09-2017","PTO",49500,18630,"2016","Patagonian toothfish",NA,NA,NA
"134","for 12 months to 30-09-2017","PZL",3937.5,NA,"2016","Deepwater clam",NA,NA,NA
"135","for 12 months to 30-09-2017","QSC",380000,23130,"2016","Queen scallop",NA,NA,NA
"136","for 12 months to 30-09-2017","RBM",980000,100729,"2016","Ray's bream","Ray's Bream","Starting Oct 2016",0.0637
"137","for 12 months to 30-09-2017","RBT",1262500,NA,"2016","Redbait","Redbait","Starting Oct 2016",0.148657372599184
"138","for 12 months to 30-09-2017","RBY",83900,NA,"2016","Ruby fish","Ruby Fish","Starting Oct 2016",0.101066059064423
"139","for 12 months to 30-09-2017","RCO",1655677,NA,"2016","Red cod","Red Cod","Starting Oct 2016",0.114128305920905
"140","for 12 months to 30-09-2017","RIB",168300,NA,"2016","Ribaldo","Ribaldo","Starting Oct 2016",0.108149329960055
"141","for 12 months to 30-09-2017","RSK",397200,NA,"2016","Rough skate","Rough Skate","Starting Oct 2016",0.11673874643166
"142","for 12 months to 30-09-2017","RSN",48666.6666666667,NA,"2016","Red snapper","Red Snapper","Starting Oct 2016",1.23315774018097
"143","for 12 months to 30-09-2017","SCH",429512.5,NA,"2016","School shark","School Shark","Starting Oct 2016",0.890154328705105
"144","for 12 months to 30-09-2017","SCI",113090.909090909,NA,"2016","Scampi","Scampi","Starting Oct 2016",13.1047339522123
"145","for 12 months to 30-09-2017","SFE",53556.3636363636,NA,"2016","Short-finned eel","Short-finned eel","Starting Oct 2016",2.38700131155085
"146","for 12 months to 30-09-2017","SKI",212078.8,NA,"2016","Gemfish","Gemfish","Starting Oct 2016",0.681437682348419
"147","for 12 months to 30-09-2017","SNA",1067883.33333333,NA,"2016","Snapper","Snapper","Starting Oct 2016",3.58948610634983
"148","for 12 months to 30-09-2017","SPD",1808571.42857143,NA,"2016","Spiny dogfish","Spiny Dogfish","Starting Oct 2016",0.0302776022689394
"149","for 12 months to 30-09-2017","SPE",219000,NA,"2016","Sea perch","Sea Perch","Starting Oct 2016",0.143959343526097
"150","for 12 months to 30-09-2017","SPO",327677.333333333,NA,"2016","Rig","Rig","Starting Oct 2016",0.981920262605902
"151","for 12 months to 30-09-2017","SPR",90000,NA,"2016","Sprats","Sprats","Starting Oct 2016",0.0369
"152","for 12 months to 30-09-2017","SQU",20530070.25,4615525.25,"2016","Arrow squid","Arrow squid","Starting Oct 2016",0.0670248053439526
"153","for 12 months to 30-09-2017","SSK",169800,NA,"2016","Smooth skate","Smooth Skate","Starting Oct 2016",0.121610965416459
"154","for 12 months to 30-09-2017","STA",692050,NA,"2016","Stargazer","Stargazer","Starting Oct 2016",0.484454448688245
"155","for 12 months to 30-09-2017","STN",971000,913498,"2016","Southern bluefin tuna",NA,NA,NA
"156","for 12 months to 30-09-2017","SUR",95583.3333333333,NA,"2016","Kina","Kina","Starting Oct 2016",0.729606477828498
"157","for 12 months to 30-09-2017","SWA",2595050.25,NA,"2016","Silver warehou","Silver Warehou","Starting Oct 2016",0.679609674984546
"158","for 12 months to 30-09-2017","SWO",885000,500513,"2016","Swordfish","Swordfish","Starting Oct 2016",0.7506
"159","for 12 months to 30-09-2017","TAR",804896.625,NA,"2016","Tarakihi","Tarakihi","Starting Oct 2016",0.895190652082267
"160","for 12 months to 30-09-2017","TOR",116000,14407,"2016","Pacific bluefin tuna",NA,NA,NA
"161","for 12 months to 30-09-2017","TRE",786620.6,707635.8,"2016","Trevally","Trevally","Starting Oct 2016",0.42191049928589
"162","for 12 months to 30-09-2017","TRU",14400,NA,"2016","Trumpeter","Trumpeter","Starting Oct 2016",0.585565524822834
"163","for 12 months to 30-09-2017","TUA",4777.77777777778,NA,"2016","Tuatua",NA,NA,NA
"164","for 12 months to 30-09-2017","WAR",752059.666666667,NA,"2016","Blue warehou","Blue Warehou","Starting Oct 2016",0.359992256146023
"165","for 12 months to 30-09-2017","WWA",415000,NA,"2016","White warehou","White Warehou","Starting Oct 2016",0.318322541858363
"166","for 12 months to 30-09-2017","YEM",6800,NA,"2016","Yellow eyed mullet","Yellow Eyed Mullet","Starting Oct 2016",0.268785801433582
"167","for 12 months to 30-09-2017","YFN",263000,7553,"2016","Yellowfin tuna",NA,NA,NA
"168","for 12 months to 30-09-2018","ANC",80000,NA,"2017","Anchovy","Anchovy","Starting Oct 2017",0.0302
"169","for 12 months to 30-09-2018","BAR",6680492.2,NA,"2017","Barracouta","Barracouta","Starting Oct 2017",0.111851405367947
"170","for 12 months to 30-09-2018","BCO",291453.125,NA,"2017","Blue cod","Blue Cod","Starting Oct 2017",1.407982105582
"171","for 12 months to 30-09-2018","BIG",714000,136684,"2017","Bigeye tuna",NA,NA,NA
"172","for 12 months to 30-09-2018","BNS",105000,NA,"2017","Bluenose","Bluenose","Starting Oct 2017",2.31535075027329
"173","for 12 months to 30-09-2018","BUT",20250,NA,"2017","Butterfish","Butterfish","Starting Oct 2017",0.983444381714928
"174","for 12 months to 30-09-2018","BWS",1860000,120492,"2017","Blue shark","Blue shark","Starting Oct 2017",0.0732
"175","for 12 months to 30-09-2018","BYX",499283.333333333,NA,"2017","Alfonsino","Alfonsino","Starting Oct 2017",1.04524873092551
"176","for 12 months to 30-09-2018","CDL",196800,NA,"2017","Cardinalfish","Cardinalfish","Starting Oct 2017",0.121943379239755
"177","for 12 months to 30-09-2018","COC",247230.769230769,NA,"2017","Cockle",NA,NA,NA
"178","for 12 months to 30-09-2018","ELE",218916.666666667,NA,"2017","Elephant fish","Elephant Fish","Starting Oct 2017",0.573777733731868
"179","for 12 months to 30-09-2018","EMA",2310000,NA,"2017","Blue mackerel","Blue Mackerel","Starting Oct 2017",0.123175715406752
"180","for 12 months to 30-09-2018","FLA",1083760,NA,"2017","Flatfish","Flatfish","Starting Oct 2017",0.666903574085669
"181","for 12 months to 30-09-2018","FRO",401900,NA,"2017","Frostfish","Frostfish","Starting Oct 2017",0.0582164413120768
"182","for 12 months to 30-09-2018","GAR",7142.85714285714,NA,"2017","Garfish","Garfish","Starting Oct 2017",0.5312
"183","for 12 months to 30-09-2018","GLM",215000,NA,"2017","Green-lipped mussel","Green-lipped mussel","Starting Oct 2017",8.488
"184","for 12 months to 30-09-2018","GMU",201120.2,NA,"2017","Grey mullet","Grey Mullet","Starting Oct 2017",0.7306
"185","for 12 months to 30-09-2018","GSH",304700,NA,"2017","Ghost shark","Ghost Shark","Starting Oct 2017",0.101607372841594
"186","for 12 months to 30-09-2018","GSP",593333.333333333,343001.333333333,"2017","Pale ghost shark","Pale Ghost Shark","Starting Oct 2017",0.0441015680193838
"187","for 12 months to 30-09-2018","GUR",960197.833333333,NA,"2017","Gurnard","Gurnard","Starting Oct 2017",0.777476749825653
"188","for 12 months to 30-09-2018","HAK",2643785.75,NA,"2017","Hake","Hake","Starting Oct 2017",0.667775833523768
"189","for 12 months to 30-09-2018","HOK",75005000,NA,"2017","Hoki","Hoki","Starting Oct 2017",0.3568
"190","for 12 months to 30-09-2018","HPB",272700,NA,"2017","Hapuku & bass","Hapuku & Bass","Starting Oct 2017",1.1264407782335
"191","for 12 months to 30-09-2018","JDO",241080,NA,"2017","John dory","John Dory","Starting Oct 2017",1.3073213798878
"192","for 12 months to 30-09-2018","JMA",12831803.5,NA,"2017","Jack mackerel","Jack mackerel","Starting Oct 2017",0.126501589765245
"193","for 12 months to 30-09-2018","KAH",454666.666666667,NA,"2017","Kahawai","Kahawai","Starting Oct 2017",0.28805407837861
"194","for 12 months to 30-09-2018","KBB",754800,NA,"2017","Bladder kelp",NA,NA,NA
"195","for 12 months to 30-09-2018","KIN",31000,NA,"2017","Kingfish","King Crab","Starting Oct 2017",4.57108287789437
"196","for 12 months to 30-09-2018","KWH",6700,NA,"2017","Knobbed whelk",NA,NA,NA
"197","for 12 months to 30-09-2018","LDO",261000,NA,"2017","Lookdown dory","Lookdown Dory","Starting Oct 2017",0.121378646839601
"198","for 12 months to 30-09-2018","LEA",292200,NA,"2017","Leatherjacket","Leatherjacket","Starting Oct 2017",0.11735509680417
"199","for 12 months to 30-09-2018","LFE",14818.1818181818,NA,"2017","Long-finned eel","Long-finned eel","Starting Oct 2017",2.45198035195777
"200","for 12 months to 30-09-2018","LIN",2899000,NA,"2017","Ling","Ling","Starting Oct 2017",1.1763942717354
"201","for 12 months to 30-09-2018","MAK",2e+05,32965,"2017","Mako shark","Mako Shark","Starting Oct 2017",0.0692
"202","for 12 months to 30-09-2018","MOK",128181.2,123956.6,"2017","Blue moki","Blue Moki","Starting Oct 2017",0.639441560181885
"203","for 12 months to 30-09-2018","MOO",527000,67202,"2017","Moonfish","Moonfish","Starting Oct 2017",0.3081
"204","for 12 months to 30-09-2018","OEO",2972000,NA,"2017","Oreo","Oreo","Starting Oct 2017",0.335604218283638
"205","for 12 months to 30-09-2018","ORH",1116625,NA,"2017","Orange roughy","Orange Roughy","Starting Oct 2017",1.55953284475517
"206","for 12 months to 30-09-2018","OYS",56590.9090909091,NA,"2017","Dredge oyster",NA,NA,NA
"207","for 12 months to 30-09-2018","OYU",14950000,9905321,"2017","Dredge oyster","Dredge Oyster","Starting Oct 2017",0.245
"208","for 12 months to 30-09-2018","PAD",76500,NA,"2017","Paddle crab","Paddle Crab","Starting Oct 2017",0.7473
"209","for 12 months to 30-09-2018","PAR",21000,NA,"2017","Parore","Parore","Starting Oct 2017",0.278644914330656
"210","for 12 months to 30-09-2018","PAU",91906.4,NA,"2017","Paua","Paua","Starting Oct 2017",30.5875868936647
"211","for 12 months to 30-09-2018","PIL",355000,NA,"2017","Pilchards",NA,NA,NA
"212","for 12 months to 30-09-2018","POR",20750,NA,"2017","Porae","Porae","Starting Oct 2017",0.853071605564181
"213","for 12 months to 30-09-2018","POS",110000,56943,"2017","Porbeagle shark","Porbeagle Shark","Starting Oct 2017",0.0826
"214","for 12 months to 30-09-2018","PPI",20400,NA,"2017","Pipi",NA,NA,NA
"215","for 12 months to 30-09-2018","PRK",3272.72727272727,NA,"2017","Prawn killer","Prawn Killer","Starting Oct 2017",0.0705261167404025
"216","for 12 months to 30-09-2018","PTO",49500,4485,"2017","Patagonian toothfish",NA,NA,NA
"217","for 12 months to 30-09-2018","PZL",3937.5,NA,"2017","Deepwater clam",NA,NA,NA
"218","for 12 months to 30-09-2018","QSC",380000,25735,"2017","Queen scallop",NA,NA,NA
"219","for 12 months to 30-09-2018","RBM",980000,289677,"2017","Ray's bream","Ray's Bream","Starting Oct 2017",0.0794
"220","for 12 months to 30-09-2018","RBT",1262500,NA,"2017","Redbait","Redbait","Starting Oct 2017",0.2
"221","for 12 months to 30-09-2018","RBY",83900,NA,"2017","Ruby fish","Ruby Fish","Starting Oct 2017",0.0820779396444185
"222","for 12 months to 30-09-2018","RCO",1655673.4,NA,"2017","Red cod","Red Cod","Starting Oct 2017",0.134368699437418
"223","for 12 months to 30-09-2018","RIB",168300,NA,"2017","Ribaldo","Ribaldo","Starting Oct 2017",0.332046884941063
"224","for 12 months to 30-09-2018","RSK",397200,331415.8,"2017","Rough skate","Rough Skate","Starting Oct 2017",0.120625614687776
"225","for 12 months to 30-09-2018","RSN",48666.6666666667,NA,"2017","Red snapper","Red Snapper","Starting Oct 2017",1.29211944344261
"226","for 12 months to 30-09-2018","SCH",429512.5,NA,"2017","School shark","School Shark","Starting Oct 2017",0.900459076862653
"227","for 12 months to 30-09-2018","SCI",113090.909090909,NA,"2017","Scampi","Scampi","Starting Oct 2017",17.2446365459379
"228","for 12 months to 30-09-2018","SFE",53556.3636363636,NA,"2017","Short-finned eel","Short-finned eel","Starting Oct 2017",2.33062753129889
"229","for 12 months to 30-09-2018","SKI",212078.8,NA,"2017","Gemfish","Gemfish","Starting Oct 2017",0.742077939111107
