Combined Port Price Data ($/kg) Greenweight,Year range =  October to September,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Fish Stock,Species,2008/09,2009/10,2010/11,2011/12,2012/13,2013/14,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/2022
SPR7,Sprats,1.00,1.00,1.21,1.21,1.20,1.20,1.20,1.20,1.20,1.20,1.2,1.2,1.2,1.2
SQU10T,Squid,0.77,0.77,1.08,1.15,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
SQU1J,Squid,0.77,0.77,1.08,1.15,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
SQU1T,Squid,0.77,0.77,1.08,1.15,1.14,1.31,1.31,1.31,1.22,1.22,1.224536281,1.224536281,1.328326122,1.399816766
SQU6T,Squid,0.79,0.79,1.05,1.15,1.14,1.14,1.14,1.14,1.14,1.24,1.229045193,1.244965936,1.208307595,1.294415365
SSK1,Smooth Skate,0.36,0.36,0.50,0.52,0.52,0.48,0.50,0.32,0.23,0.19,0.198977609,0.214313245,0.438288011,0.216297865
SSK10,Smooth Skate,0.36,0.36,0.55,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
SSK3,Smooth Skate,0.36,0.36,0.57,0.49,0.49,0.45,0.45,0.44,0.45,0.46,0.419885596,0.429371822,0.442878477,0.487702216
SSK7,Smooth Skate,0.34,0.34,0.52,0.56,0.56,0.58,0.49,0.50,0.48,0.49,0.459877826,0.396606457,0.475272937,0.45980645
SSK8,Smooth Skate,0.36,0.36,0.55,0.55,0.55,0.47,0.49,0.33,0.38,0.35,0.277325525,0.300164168,0.452888899,0.306002579
STA1,Stargazer,1.05,1.05,1.52,1.25,1.24,1.24,1.24,0.95,1.11,0.67,0.675675712,1.5527089,2.038222218,1.646843169
STA10,Stargazer,1.05,1.05,1.24,1.25,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24
STA2,Stargazer,1.22,1.22,1.54,1.25,1.24,1.45,1.45,1.21,1.37,1.28,1.197783311,1.171519157,1.225516822,1.730594359
STA3,Stargazer,1.03,1.03,1.25,1.25,1.24,1.22,1.22,1.25,1.19,1.49,1.260003045,1.345153663,1.313160974,2.344607231
STA4,Stargazer,1.05,1.05,1.32,1.45,1.44,1.21,1.21,1.21,1.05,1.28,1.197783311,1.171519157,1.225516822,1.891659002
STA5,Stargazer,1.05,1.05,1.30,1.26,1.25,1.30,1.27,1.28,1.19,1.27,1.266367661,1.173900575,1.180004496,2.562812663
STA7,Stargazer,1.05,1.05,1.13,1.25,1.24,1.21,1.18,1.20,1.23,1.24,1.232209755,1.135460082,1.195810678,1.18802247
STA8,Stargazer,1.14,1.14,1.15,1.25,1.24,1.53,1.53,1.21,1.37,1.28,1.197783311,1.171519157,1.262978398,1.891659002
STN1,Southern Bluefin Tuna,26.07,26.07,31.45,31.56,31.31,31.31,13.03,10.91,12.37,8.99,8.347509968,6.077552356,8.211288655,6.119852924
SUR10,Kina,1.20,1.20,1.80,1.77,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76
SUR1A,Kina,1.38,1.38,1.29,1.77,1.76,1.76,0.70,0.70,0.73,0.73,0.127667158,0.127667158,1.522056715,2.621453383
SUR1B,Kina,1.20,1.20,1.80,1.77,1.76,1.76,0.96,0.96,0.96,0.96,0.959327589,0.959327589,0.902913603,0.977212957
SUR2A,Kina,1.05,1.05,1.80,1.77,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76
SUR2B,Kina,1.20,1.20,1.80,1.77,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76
SUR3,Kina,1.20,1.20,1.80,2.00,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,10
SUR4,Kina,1.20,1.20,1.80,1.77,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76
SUR5,Kina,1.20,1.20,1.80,2.06,2.04,2.04,2.04,2.96,1.98,1.98,3.418454505,3.418454505,1.16282491,6.878236077
SUR7A,Kina,1.82,1.82,1.80,1.77,1.76,1.76,2.40,1.92,1.93,1.93,3.377221689,3.377221689,1.453826212,8.814296019
SUR7B,Kina,1.20,1.20,1.80,1.77,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76
SUR8,Kina,1.20,1.20,1.80,1.77,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76
SUR9,Kina,1.20,1.20,1.80,1.77,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76
SWA1,Silver Warehou,1.36,1.36,1.52,1.14,1.09,1.03,1.03,0.77,0.85,0.77,0.75088211,0.758227629,0.753023465,0.834708048
SWA10,Silver Warehou,1.36,1.36,1.09,0.96,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
SWA3,Silver Warehou,1.36,1.36,1.01,0.77,0.64,0.64,0.64,0.76,0.63,0.73,0.619044735,0.7082339,0.777633614,0.908376918
SWA4,Silver Warehou,1.36,1.36,1.02,1.10,0.97,0.73,0.73,0.77,0.67,0.70,0.861029787,0.819277937,0.742757231,0.779356969
SWO1,Broadbill Swordfish,6.51,6.51,5.73,5.27,5.23,5.53,5.05,4.65,4.42,5.35,5.353071514,6.224935855,6.224935855,6.224935855
TAR1,Tarakihi,3.00,3.00,3.76,3.87,3.85,3.95,3.95,3.22,3.07,2.40,2.298426704,2.963243621,2.7413766,2.929691962
TAR10,Tarakihi,3.00,3.00,3.10,3.05,3.00,3.00,3.00,3.00,3.00,3.00,3,3,3,3
TAR2,Tarakihi,3.38,3.38,3.72,3.74,3.64,3.97,3.82,3.60,3.77,3.50,3.904289417,3.864826816,3.579932921,3.798334697
TAR3,Tarakihi,1.47,1.47,2.16,2.38,2.20,1.91,2.10,2.00,1.93,2.00,1.952512785,2.299981564,2.444220249,2.828622239
TAR4,Tarakihi,3.25,3.25,2.92,3.68,3.58,3.58,3.58,2.87,2.87,2.54,3.916997512,2.869699218,1.900029965,3.065551531
TAR5,Tarakihi,3.00,3.00,1.94,2.15,2.08,2.00,2.02,1.90,1.85,1.82,1.829084473,1.951225841,1.994010593,2.12053636
TAR7,Tarakihi,3.00,3.00,2.44,2.41,2.26,2.24,2.21,1.94,2.02,2.03,2.177293557,2.30730263,2.416230074,2.66025408
TAR8,Tarakihi,3.00,3.00,2.77,3.08,3.17,3.15,2.08,2.46,2.76,2.34,2.515655008,2.931180894,3.046100096,2.998465599
TOR1,Pacific Bluefin Tuna,26.07,26.07,31.45,31.56,31.31,31.31,31.31,31.31,31.31,31.31,31.31,31.31,31.31,13.56791908
TRE1,Trevally,1.69,1.69,1.78,1.88,2.00,1.90,1.90,1.94,1.79,0.83,0.873188336,1.396724611,1.581088326,1.949705337
TRE10,Trevally,1.54,1.54,1.65,1.67,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91
TRE2,Trevally,1.54,1.54,2.18,2.03,1.91,1.71,1.45,1.33,1.79,1.61,1.904622326,1.99102275,2.023158118,2.201234552
TRE3,Trevally,1.54,1.54,1.65,1.67,1.91,0.66,0.66,0.66,0.66,0.87,0.886847673,1.271825327,1.498498383,1.622370268
TRE7,Trevally,1.54,1.54,1.57,1.58,1.87,1.59,1.59,0.89,0.95,0.82,0.803122677,1.114621001,1.370247644,1.261201369
TRU1,Trumpeter,2.09,2.09,2.82,2.13,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11
TRU10,Trumpeter,2.09,2.09,2.82,2.13,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11,2.11
TRU2,Trumpeter,2.16,2.16,3.22,2.13,2.11,2.11,2.11,2.11,3.01,2.95,2.949767416,2.949767416,2.949767416,3.831184939
TRU3,Trumpeter,2.31,2.31,2.82,1.63,1.62,1.66,2.15,2.06,2.12,2.93,2.254003158,3.628797459,3.429277997,4.103297891
TRU4,Trumpeter,2.09,2.09,2.82,2.13,2.11,2.11,2.11,2.11,2.11,3.00,3.003746248,3.003746248,3.003746248,3.003746248
TRU5,Trumpeter,1.88,1.88,2.82,2.56,2.54,1.65,1.65,1.65,2.70,2.95,2.949767416,2.949767416,2.949767416,3.831184939
TRU6,Trumpeter,,,,,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07
TRU7,Trumpeter,2.09,2.09,2.71,1.88,1.87,1.83,1.63,2.06,2.09,2.48,2.048427605,1.998150974,1.968163265,2.254749009
TRU8,Trumpeter,2.09,2.09,2.82,2.13,2.11,2.18,2.21,2.14,2.20,2.34,2.405260012,2.122881249,2.140672269,2.02
TRU9,Trumpeter,,,,,,2.10,2.10,2.10,2.10,2.10,2.1,2.566666667,4.115714286,4.115714286
TUA1A,Tuatua,1.25,1.25,1.51,1.52,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
TUA1B,Tuatua,1.25,1.25,1.51,1.52,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
TUA2,Tuatua,1.25,1.25,1.51,1.52,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
TUA3,Tuatua,1.25,1.25,1.51,1.52,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
TUA4,Tuatua,1.25,1.25,1.51,1.52,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
TUA5,Tuatua,1.25,1.25,1.51,1.52,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
TUA7,Tuatua,1.25,1.25,1.51,1.52,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
TUA8,Tuatua,1.25,1.25,1.51,1.52,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
TUA9,Tuatua,1.25,1.25,1.51,1.52,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
WAR1,Blue Warehou,1.22,1.22,2.28,1.88,1.87,1.87,1.87,1.31,2.38,1.18,1.153409351,1.417464001,1.460790017,1.417449886
WAR10,Blue Warehou,0.85,0.85,1.52,1.09,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
WAR2,Blue Warehou,0.92,0.92,2.52,2.55,2.53,2.40,2.40,1.31,2.22,1.18,1.153409351,1.417464001,1.460790017,1.417449886
WAR3,Blue Warehou,0.92,0.92,1.41,1.09,1.08,1.58,1.58,1.22,1.07,1.09,1.060352011,1.273777059,1.307670418,1.296167792
WAR7,Blue Warehou,0.97,0.97,1.41,1.51,1.50,1.36,1.54,1.30,1.53,1.29,1.393603172,1.54473331,1.684267454,1.635606546
WAR8,Blue Warehou,0.92,0.92,2.50,1.09,1.08,2.41,2.41,2.42,2.23,1.78,1.153409351,1.828408942,1.460790017,1.417449886
WWA1,White Warehou,1.40,1.40,2.49,1.52,1.51,1.41,1.41,1.41,1.41,1.41,1.409443299,1.409443299,1.409443299,1.409443299
WWA10,White Warehou,1.37,1.37,2.49,1.52,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
WWA2,White Warehou,1.37,1.37,2.49,1.52,1.51,1.51,1.51,1.51,1.93,1.93,1.932115835,1.932115835,1.932115835,1.932115835
WWA3,White Warehou,1.37,1.37,1.83,1.79,1.78,1.47,1.42,1.42,1.92,1.62,1.783725692,1.623623513,1.813076115,1.813076115
WWA4,White Warehou,1.37,1.37,1.58,1.52,1.51,1.51,1.51,1.71,1.87,1.75,1.751190609,1.751190609,1.894763967,1.894763967
WWA5,White Warehou,,,,,,,,,,,,,,
WWA5B,White Warehou,1.37,1.37,2.49,1.52,1.51,1.51,1.51,1.51,1.51,1.51,2.18179031,2.017599866,2.017599866,2.017599866
WWA6,White Warehou,,,,,,,,,,,,,,
WWA7,White Warehou,1.37,1.37,2.49,1.52,1.51,1.20,1.50,1.78,1.72,1.87,1.617450229,1.578000545,2.018605873,1.69813327
WWA8,White Warehou,1.37,1.37,2.49,1.52,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
WWA9,White Warehou,,,,,1.50,1.50,1.50,1.50,1.50,1.50,1.5,1.5,1.5,1.5
YEM1,Yellow eyed Mullet,1.92,1.92,3.85,3.75,3.72,3.72,3.72,3.35,3.35,3.35,3.348504034,3.473647888,3.473647888,3.473647888
YEM10,Yellow eyed Mullet,1.38,1.38,3.35,3.75,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72
YEM2,Yellow eyed Mullet,1.38,1.38,3.35,3.75,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72
YEM3,Yellow eyed Mullet,1.38,1.38,3.35,3.75,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72
YEM4,Yellow Eyed Mullet,,,,,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71
YEM5,Yellow Eyed Mullet,,,,,3.71,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62
YEM6,Yellow Eyed Mullet,,,,,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71,3.71
YEM7,Yellow eyed Mullet,1.38,1.38,3.35,3.75,3.72,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62,3.62
YEM8,Yellow eyed Mullet,1.38,1.38,3.35,3.75,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72
YEM9,Yellow eyed Mullet,2.46,2.46,3.07,3.47,3.44,3.93,3.93,3.93,3.37,4.06,4.055555556,4.055555556,4.055555556,4.055555556
YFN1,Yellowfin Tuna,6.98,6.98,10.47,6.51,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46
